# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1389       1.076006954308e-10       2.598105072100e-12      -7.842955543772e-12       1.100166990844e-14       1.604523273185e-15       5.667514922346e-16      -5.865527054425e-17 
 1390       1.077473697691e-10       2.574320524989e-12      -7.808549510728e-12       1.099918688805e-14       1.599980490311e-15       5.664677802033e-16      -5.792784342898e-17 
 1391       1.078907875462e-10       2.550645573127e-12      -7.772525278280e-12       1.099670606403e-14       1.595453439894e-15       5.660942006412e-16      -5.719839076156e-17 
 1392       1.080308677528e-10       2.527086869103e-12      -7.734905557940e-12       1.099422571386e-14       1.590942071022e-15       5.656330166283e-16      -5.646699341566e-17 
 1393       1.081675289760e-10       2.503651100775e-12      -7.695713220354e-12       1.099174410463e-14       1.586446331987e-15       5.650865058935e-16      -5.573373273956e-17 
 1394       1.083006893994e-10       2.480344991322e-12      -7.654971295602e-12       1.098925949303e-14       1.581966170278e-15       5.644569608416e-16      -5.499869055701e-17 
 1395       1.084302668016e-10       2.457175299312e-12      -7.612702973502e-12       1.098677012533e-14       1.577501532583e-15       5.637466885806e-16      -5.426194916808e-17 
 1396       1.085561785562e-10       2.434148818758e-12      -7.568931603912e-12       1.098427423736e-14       1.573052364785e-15       5.629580109492e-16      -5.352359135000e-17 
 1397       1.086783416305e-10       2.411272379185e-12      -7.523680697033e-12       1.098177005449e-14       1.568618611963e-15       5.620932645438e-16      -5.278370035804e-17 
 1398       1.087966725854e-10       2.388552845685e-12      -7.476973923708e-12       1.097925579162e-14       1.564200218387e-15       5.611548007458e-16      -5.204235992631e-17 
 1399       1.089110875744e-10       2.365997118982e-12      -7.428835115729e-12       1.097672965314e-14       1.559797127518e-15       5.601449857489e-16      -5.129965426866e-17 
 1400       1.090215023427e-10       2.343612135493e-12      -7.379288266135e-12       1.097418983294e-14       1.555409282004e-15       5.590662005867e-16      -5.055566807950e-17 
 1401       1.091278322270e-10       2.321404867389e-12      -7.328357529517e-12       1.097163451437e-14       1.551036623682e-15       5.579208411592e-16      -4.981048653463e-17 
 1402       1.092299921546e-10       2.299382322655e-12      -7.276067222319e-12       1.096906187021e-14       1.546679093574e-15       5.567113182608e-16      -4.906419529215e-17 
 1403       1.093278966424e-10       2.277551545151e-12      -7.222441823141e-12       1.096647006268e-14       1.542336631884e-15       5.554400576070e-16      -4.831688049323e-17 
 1404       1.094214597969e-10       2.255919614677e-12      -7.167505973038e-12       1.096385724342e-14       1.538009177998e-15       5.541094998623e-16      -4.756862876305e-17 
 1405       1.095105953128e-10       2.234493647029e-12      -7.111284475829e-12       1.096122155343e-14       1.533696670482e-15       5.527221006666e-16      -4.681952721155e-17 
 1406       1.095952164728e-10       2.213280794064e-12      -7.053802298391e-12       1.095856112310e-14       1.529399047079e-15       5.512803306634e-16      -4.606966343437e-17 
 1407       1.096752361466e-10       2.192288243760e-12      -6.995084570968e-12       1.095587407217e-14       1.525116244709e-15       5.497866755262e-16      -4.531912551363e-17 
 1408       1.097505667906e-10       2.171523220277e-12      -6.935156587470e-12       1.095315850970e-14       1.520848199467e-15       5.482436359865e-16      -4.456800201883e-17 
 1409       1.098211204467e-10       2.150992984016e-12      -6.874043805774e-12       1.095041253407e-14       1.516594846617e-15       5.466537278606e-16      -4.381638200765e-17 
 1410       1.098868087419e-10       2.130704831687e-12      -6.811771848031e-12       1.094763423295e-14       1.512356120598e-15       5.450194820768e-16      -4.306435502684e-17 
 1411       1.099475428879e-10       2.110666096363e-12      -6.748366500963e-12       1.094482168329e-14       1.508131955014e-15       5.433434447032e-16      -4.231201111306e-17 
 1412       1.100032336798e-10       2.090884147544e-12      -6.683853716167e-12       1.094197295128e-14       1.503922282639e-15       5.416281769743e-16      -4.155944079371e-17 
 1413       1.100537914958e-10       2.071366391219e-12      -6.618259610419e-12       1.093908609236e-14       1.499727035410e-15       5.398762553187e-16      -4.080673508780e-17 
 1414       1.100991262966e-10       2.052120269925e-12      -6.551610465976e-12       1.093615915118e-14       1.495546144428e-15       5.380902713862e-16      -4.005398550679e-17 
 1415       1.101391476242e-10       2.033153262813e-12      -6.483932730873e-12       1.093319016159e-14       1.491379539957e-15       5.362728320752e-16      -3.930128405544e-17 
 1416       1.101737646019e-10       2.014472885701e-12      -6.415253019233e-12       1.093017714662e-14       1.487227151418e-15       5.344265595597e-16      -3.854872323265e-17 
 1417       1.102028859332e-10       1.996086691146e-12      -6.345598111564e-12       1.092711811845e-14       1.483088907393e-15       5.325540913166e-16      -3.779639603234e-17 
 1418       1.102264199010e-10       1.978002268493e-12      -6.274994955063e-12       1.092401107840e-14       1.478964735617e-15       5.306580801535e-16      -3.704439594424e-17 
 1419       1.102442743674e-10       1.960227243948e-12      -6.203470663918e-12       1.092085401693e-14       1.474854562982e-15       5.287411942350e-16      -3.629281695483e-17 
 1420       1.102563567725e-10       1.942769280630e-12      -6.131052519610e-12       1.091764491358e-14       1.470758315531e-15       5.268061171110e-16      -3.554175354808e-17 
 1421       1.102625741340e-10       1.925636078638e-12      -6.057767971215e-12       1.091438173698e-14       1.466675918459e-15       5.248555477431e-16      -3.479130070638e-17 
 1422       1.102628330464e-10       1.908835375109e-12      -5.983644635707e-12       1.091106244483e-14       1.462607296108e-15       5.228922005322e-16      -3.404155391138e-17 
 1423       1.102570396805e-10       1.892374944281e-12      -5.908710298260e-12       1.090768498387e-14       1.458552371968e-15       5.209188053461e-16      -3.329260914479e-17 
 1424       1.102451169988e-10       1.876261498600e-12      -5.832993027056e-12       1.090424750508e-14       1.454511075389e-15       5.189377312897e-16      -3.254455694251e-17 
 1425       1.102270565969e-10       1.860497379565e-12      -5.756521518391e-12       1.090074901172e-14       1.450483361791e-15       5.169498537355e-16      -3.179746448833e-17 
 1426       1.102028673935e-10       1.845083833021e-12      -5.679324755712e-12       1.089718871794e-14       1.446469192659e-15       5.149556757119e-16      -3.105139333802e-17 
 1427       1.101725584623e-10       1.830022105022e-12      -5.601431895746e-12       1.089356583412e-14       1.442468528843e-15       5.129557031090e-16      -3.030640534987e-17 
 1428       1.101361390326e-10       1.815313441830e-12      -5.522872268806e-12       1.088987956685e-14       1.438481330559e-15       5.109504446838e-16      -2.956256268523e-17 
 1429       1.100936184894e-10       1.800959089912e-12      -5.443675379103e-12       1.088612911898e-14       1.434507557387e-15       5.089404120646e-16      -2.881992780897e-17 
 1430       1.100450063739e-10       1.786960295931e-12      -5.363870905049e-12       1.088231368956e-14       1.430547168268e-15       5.069261197567e-16      -2.807856349001e-17 
 1431       1.099903123839e-10       1.773318306749e-12      -5.283488699574e-12       1.087843247386e-14       1.426600121507e-15       5.049080851470e-16      -2.733853280180e-17 
 1432       1.099295463739e-10       1.760034369417e-12      -5.202558790429e-12       1.087448466337e-14       1.422666374766e-15       5.028868285090e-16      -2.659989912281e-17 
 1433       1.098627183555e-10       1.747109731178e-12      -5.121111380495e-12       1.087046944576e-14       1.418745885067e-15       5.008628730081e-16      -2.586272613705e-17 
 1434       1.097898384979e-10       1.734545639456e-12      -5.039176848098e-12       1.086638600492e-14       1.414838608786e-15       4.988367447065e-16      -2.512707783455e-17 
 1435       1.097109171281e-10       1.722343341857e-12      -4.956785747310e-12       1.086223352091e-14       1.410944501659e-15       4.968089725678e-16      -2.439301851185e-17 
 1436       1.096259647313e-10       1.710504086165e-12      -4.873968808265e-12       1.085801116998e-14       1.407063518772e-15       4.947800884627e-16      -2.366061277252e-17 
 1437       1.095349919509e-10       1.699029120336e-12      -4.790756937463e-12       1.085371812455e-14       1.403195614564e-15       4.927506271735e-16      -2.292992552766e-17 
 1438       1.094380095895e-10       1.687919692495e-12      -4.707181218080e-12       1.084935355322e-14       1.399340742828e-15       4.907211263994e-16      -2.220102199636e-17 
 1439       1.093350286086e-10       1.677177050934e-12      -4.623272910280e-12       1.084491662076e-14       1.395498856704e-15       4.886921267612e-16      -2.147396770624e-17 
 1440       1.092260601291e-10       1.666802444105e-12      -4.539063451521e-12       1.084040648806e-14       1.391669908682e-15       4.866641718067e-16      -2.074882849390e-17 
 1441       1.091111154320e-10       1.656797120620e-12      -4.454584456864e-12       1.083582231221e-14       1.387853850596e-15       4.846378080154e-16      -2.002567050549e-17 
 1442       1.089902059582e-10       1.647162329244e-12      -4.369867719284e-12       1.083116324642e-14       1.384050633630e-15       4.826135848037e-16      -1.930456019712e-17 
 1443       1.088633433091e-10       1.637899318893e-12      -4.284945209978e-12       1.082642844003e-14       1.380260208309e-15       4.805920545296e-16      -1.858556433542e-17 
 1444       1.087305392470e-10       1.629009338630e-12      -4.199849078671e-12       1.082161703852e-14       1.376482524501e-15       4.785737724983e-16      -1.786874999803e-17 
 1445       1.085918056951e-10       1.620493637661e-12      -4.114611653932e-12       1.081672818351e-14       1.372717531417e-15       4.765592969665e-16      -1.715418457407e-17 
 1446       1.084471547384e-10       1.612353465330e-12      -4.029265443476e-12       1.081176101271e-14       1.368965177605e-15       4.745491891481e-16      -1.644193576465e-17 
 1447       1.082965986235e-10       1.604590071118e-12      -3.943843134476e-12       1.080671465996e-14       1.365225410954e-15       4.725440132185e-16      -1.573207158337e-17 
 1448       1.081401497591e-10       1.597204704637e-12      -3.858377593873e-12       1.080158825521e-14       1.361498178690e-15       4.705443363202e-16      -1.502466035683e-17 
 1449       1.079778207164e-10       1.590198615627e-12      -3.772901868682e-12       1.079638092451e-14       1.357783427372e-15       4.685507285677e-16      -1.431977072511e-17 
 1450       1.078096242294e-10       1.583573053953e-12      -3.687449186304e-12       1.079109178997e-14       1.354081102896e-15       4.665637630522e-16      -1.361747164226e-17 
 1451       1.076355731951e-10       1.577329269598e-12      -3.602052954833e-12       1.078571996984e-14       1.350391150489e-15       4.645840158468e-16      -1.291783237683e-17 
 1452       1.074556806743e-10       1.571468512664e-12      -3.516746763367e-12       1.078026457842e-14       1.346713514712e-15       4.626120660116e-16      -1.222092251232e-17 
 1453       1.072699598911e-10       1.565992033364e-12      -3.431564382315e-12       1.077472472607e-14       1.343048139452e-15       4.606484955988e-16      -1.152681194773e-17 
 1454       1.070784242342e-10       1.560901082022e-12      -3.346539763705e-12       1.076909951926e-14       1.339394967928e-15       4.586938896572e-16      -1.083557089802e-17 
 1455       1.068810872563e-10       1.556196909066e-12      -3.261707041498e-12       1.076338806048e-14       1.335753942685e-15       4.567488362378e-16      -1.014726989462e-17 
 1456       1.066779626751e-10       1.551880765026e-12      -3.177100531892e-12       1.075758944829e-14       1.332125005594e-15       4.548139263984e-16      -9.461979785922e-18 
 1457       1.064690643736e-10       1.547953900530e-12      -3.092754733631e-12       1.075170277731e-14       1.328508097849e-15       4.528897542090e-16      -8.779771737786e-18 
 1458       1.062544063998e-10       1.544417566297e-12      -3.008704328319e-12       1.074572713820e-14       1.324903159968e-15       4.509769167564e-16      -8.100717234031e-18 
