# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:phiphi                 4:TPhi               
  680       2.436260883237e-10       1.160669871394e-14       4.034249737246e-15 
  681       2.437757613780e-10       1.153501863539e-14       4.054702199530e-15 
  682       2.439519611610e-10       1.146388951047e-14       4.074810556223e-15 
  683       2.441546658719e-10       1.139330440117e-14       4.094573603768e-15 
  684       2.443838513143e-10       1.132325621747e-14       4.113990155052e-15 
  685       2.446394908844e-10       1.125373771671e-14       4.133059039503e-15 
  686       2.449215555597e-10       1.118474150292e-14       4.151779103190e-15 
  687       2.452300138878e-10       1.111626002612e-14       4.170149208920e-15 
  688       2.455648319747e-10       1.104828558173e-14       4.188168236338e-15 
  689       2.459259734731e-10       1.098081030983e-14       4.205835082025e-15 
  690       2.463133995714e-10       1.091382619456e-14       4.223148659600e-15 
  691       2.467270210742e-10       1.084732614424e-14       4.240108251163e-15 
  692       2.471665535589e-10       1.078130725812e-14       4.256714569578e-15 
  693       2.476316591401e-10       1.071576762729e-14       4.272968718800e-15 
  694       2.481219940775e-10       1.065070525967e-14       4.288871844748e-15 
  695       2.486372087521e-10       1.058611807963e-14       4.304425135487e-15 
  696       2.491769476428e-10       1.052200392763e-14       4.319629821417e-15 
  697       2.497408493028e-10       1.045836055979e-14       4.334487175461e-15 
  698       2.503285463366e-10       1.039518564754e-14       4.348998513250e-15 
  699       2.509396653755e-10       1.033247677719e-14       4.363165193312e-15 
  700       2.515738270554e-10       1.027023144957e-14       4.376988617260e-15 
  701       2.522306459922e-10       1.020844707962e-14       4.390470229973e-15 
  702       2.529097307589e-10       1.014712099604e-14       4.403611519791e-15 
  703       2.536106838619e-10       1.008625044082e-14       4.416414018699e-15 
  704       2.543331017178e-10       1.002583256894e-14       4.428879302510e-15 
  705       2.550765746293e-10       9.965864447925e-15       4.441008991058e-15 
  706       2.558406867623e-10       9.906343057467e-15       4.452804748384e-15 
  707       2.566250161223e-10       9.847265289043e-15       4.464268282917e-15 
  708       2.574291345306e-10       9.788627945515e-15       4.475401347672e-15 
  709       2.582526076012e-10       9.730427740749e-15       4.486205740425e-15 
  710       2.590949947169e-10       9.672661299218e-15       4.496683303911e-15 
  711       2.599558490062e-10       9.615325155615e-15       4.506835926001e-15 
  712       2.608347173197e-10       9.558415754464e-15       4.516665539898e-15 
  713       2.617311402064e-10       9.501929449728e-15       4.526174124318e-15 
  714       2.626446518903e-10       9.445862504418e-15       4.535363703680e-15 
  715       2.635747802472e-10       9.390211090207e-15       4.544236348291e-15 
  716       2.645210467809e-10       9.334971287036e-15       4.552794174537e-15 
  717       2.654829665996e-10       9.280139082728e-15       4.561039345063e-15 
  718       2.664600483928e-10       9.225710372594e-15       4.568974068969e-15 
  719       2.674517944075e-10       9.171680959045e-15       4.576600601989e-15 
  720       2.684577004250e-10       9.118046551202e-15       4.583921246683e-15 
  721       2.694772557368e-10       9.064802764505e-15       4.590938352622e-15 
  722       2.705099431221e-10       9.011945120325e-15       4.597654316576e-15 
  723       2.715552388232e-10       8.959469045573e-15       4.604071582702e-15 
  724       2.726126125230e-10       8.907369872308e-15       4.610192642726e-15 
  725       2.736815273206e-10       8.855642837352e-15       4.616020036137e-15 
  726       2.747614397087e-10       8.804283081893e-15       4.621556350370e-15 
  727       2.758517995495e-10       8.753285651101e-15       4.626804220994e-15 
  728       2.769520500512e-10       8.702645493737e-15       4.631766331899e-15 
  729       2.780616277449e-10       8.652357461759e-15       4.636445415482e-15 
  730       2.791799624610e-10       8.602416309938e-15       4.640844252837e-15 
  731       2.803064959564e-10       8.552817382924e-15       4.644965392352e-15 
  732       2.814407382531e-10       8.503558692288e-15       4.648810298982e-15 
  733       2.825822123772e-10       8.454638880154e-15       4.652380188374e-15 
  734       2.837304357908e-10       8.406056535249e-15       4.655676307039e-15 
  735       2.848849203724e-10       8.357810192674e-15       4.658699932480e-15 
  736       2.860451723975e-10       8.309898333663e-15       4.661452373311e-15 
  737       2.872106925198e-10       8.262319385351e-15       4.663934969380e-15 
  738       2.883809757513e-10       8.215071720537e-15       4.666149091902e-15 
  739       2.895555114432e-10       8.168153657446e-15       4.668096143570e-15 
  740       2.907337832670e-10       8.121563459497e-15       4.669777558691e-15 
  741       2.919152691943e-10       8.075299335064e-15       4.671194803300e-15 
  742       2.930994414786e-10       8.029359437241e-15       4.672349375291e-15 
  743       2.942857666348e-10       7.983741863607e-15       4.673242804538e-15 
  744       2.954737054211e-10       7.938444655991e-15       4.673876653018e-15 
  745       2.966627128186e-10       7.893465800233e-15       4.674252514937e-15 
  746       2.978522380128e-10       7.848803225951e-15       4.674372016852e-15 
  747       2.990417243738e-10       7.804454806305e-15       4.674236817798e-15 
  748       3.002306094374e-10       7.760418357758e-15       4.673848609407e-15 
  749       3.014183248852e-10       7.716691639847e-15       4.673209116037e-15 
  750       3.026042965259e-10       7.673272354938e-15       4.672320094892e-15 
  751       3.037879442759e-10       7.630158147998e-15       4.671183336149e-15 
  752       3.049686821394e-10       7.587346606356e-15       4.669800663078e-15 
  753       3.061459181898e-10       7.544835259466e-15       4.668173932172e-15 
  754       3.073190545502e-10       7.502621578674e-15       4.666305033263e-15 
  755       3.084874873738e-10       7.460702976980e-15       4.664195889655e-15 
  756       3.096506068248e-10       7.419076808804e-15       4.661848458238e-15 
  757       3.108077970594e-10       7.377740369747e-15       4.659264729622e-15 
  758       3.119584362059e-10       7.336690896359e-15       4.656446728251e-15 
  759       3.131018963456e-10       7.295925565902e-15       4.653396512535e-15 
  760       3.142375434939e-10       7.255441496112e-15       4.650116174971e-15 
  761       3.153647375803e-10       7.215235744967e-15       4.646607842264e-15 
  762       3.164828324298e-10       7.175305310445e-15       4.642873675455e-15 
  763       3.175911757430e-10       7.135647130298e-15       4.638915870045e-15 
  764       3.186891090771e-10       7.096258081806e-15       4.634736656115e-15 
  765       3.197759678265e-10       7.057134981547e-15       4.630338298454e-15 
  766       3.208510812035e-10       7.018274585160e-15       4.625723096679e-15 
  767       3.219137722192e-10       6.979673587109e-15       4.620893385364e-15 
  768       3.229633576637e-10       6.941328620447e-15       4.615851534158e-15 
  769       3.239991480873e-10       6.903236256581e-15       4.610599947914e-15 
  770       3.250204477810e-10       6.865393005033e-15       4.605141066811e-15 
  771       3.260266226726e-10       6.827795758742e-15       4.599476835810e-15 
  772       3.270173054639e-10       6.790443139665e-15       4.593607101766e-15 
  773       3.279921943368e-10       6.753334178166e-15       4.587531186233e-15 
  774       3.289509853843e-10       6.716467869650e-15       4.581248413399e-15 
  775       3.298933726045e-10       6.679843174410e-15       4.574758110103e-15 
  776       3.308190478950e-10       6.643459017486e-15       4.568059605853e-15 
  777       3.317277010475e-10       6.607314288517e-15       4.561152232839e-15 
  778       3.326190197421e-10       6.571407841596e-15       4.554035325955e-15 
  779       3.334926895416e-10       6.535738495123e-15       4.546708222814e-15 
  780       3.343483938857e-10       6.500305031659e-15       4.539170263763e-15 
  781       3.351858140860e-10       6.465106197781e-15       4.531420791903e-15 
  782       3.360046293198e-10       6.430140703936e-15       4.523459153104e-15 
  783       3.368045166247e-10       6.395407224294e-15       4.515284696021e-15 
  784       3.375851508929e-10       6.360904396603e-15       4.506896772115e-15 
  785       3.383462048658e-10       6.326630822040e-15       4.498294735665e-15 
  786       3.390873491281e-10       6.292585065071e-15       4.489477943788e-15 
  787       3.398082521024e-10       6.258765653300e-15       4.480445756455e-15 
  788       3.405085800434e-10       6.225171077324e-15       4.471197536509e-15 
  789       3.411879970326e-10       6.191799790588e-15       4.461732649680e-15 
  790       3.418461649722e-10       6.158650209238e-15       4.452050464601e-15 
  791       3.424827435799e-10       6.125720711977e-15       4.442150352831e-15 
  792       3.430973903832e-10       6.093009639917e-15       4.432031688864e-15 
  793       3.436897607135e-10       6.060515296432e-15       4.421693850152e-15 
  794       3.442595077010e-10       6.028235947015e-15       4.411136217118e-15 
  795       3.448062822685e-10       5.996169819131e-15       4.400358173175e-15 
  796       3.453297331263e-10       5.964315102070e-15       4.389359104742e-15 
  797       3.458295067662e-10       5.932669946800e-15       4.378138401263e-15 
  798       3.463052474562e-10       5.901232465826e-15       4.366695455221e-15 
  799       3.467565972345e-10       5.870000733038e-15       4.355029662155e-15 
  800       3.471831959044e-10       5.838972783567e-15       4.343140420681e-15 
  801       3.475846810281e-10       5.808146613643e-15       4.331027132503e-15 
  802       3.479606879215e-10       5.777520180442e-15       4.318689202436e-15 
  803       3.483108496486e-10       5.747091401945e-15       4.306126038416e-15 
  804       3.486347970156e-10       5.716858156793e-15       4.293337051525e-15 
  805       3.489321585653e-10       5.686818284134e-15       4.280321656000e-15 
  806       3.492025605719e-10       5.656969583485e-15       4.267079269257e-15 
  807       3.494456270349e-10       5.627309814582e-15       4.253609311902e-15 
  808       3.496609796737e-10       5.597836697234e-15       4.239911207751e-15 
  809       3.498482379221e-10       5.568547911178e-15       4.225984383849e-15 
  810       3.500070189224e-10       5.539441095934e-15       4.211828270480e-15 
  811       3.501370101566e-10       5.510514144349e-15       4.197443027247e-15 
  812       3.502381887836e-10       5.481766089337e-15       4.182831735581e-15 
  813       3.503106062377e-10       5.453196232805e-15       4.167998245712e-15 
  814       3.503543159568e-10       5.424803853318e-15       4.152946454339e-15 
  815       3.503693733903e-10       5.396588206002e-15       4.137680304780e-15 
  816       3.503558360066e-10       5.368548522453e-15       4.122203787120e-15 
  817       3.503137633009e-10       5.340684010648e-15       4.106520938361e-15 
  818       3.502432168024e-10       5.312993854846e-15       4.090635842569e-15 
  819       3.501442600825e-10       5.285477215500e-15       4.074552631027e-15 
  820       3.500169587620e-10       5.258133229164e-15       4.058275482379e-15 
  821       3.498613805188e-10       5.230961008399e-15       4.041808622787e-15 
  822       3.496775950955e-10       5.203959641684e-15       4.025156326071e-15 
  823       3.494656743074e-10       5.177128193317e-15       4.008322913867e-15 
  824       3.492256920493e-10       5.150465703330e-15       3.991312755768e-15 
  825       3.489577243042e-10       5.123971187392e-15       3.974130269479e-15 
  826       3.486618491497e-10       5.097643636717e-15       3.956779920967e-15 
  827       3.483381467669e-10       5.071482017972e-15       3.939266224603e-15 
  828       3.479866994469e-10       5.045485273187e-15       3.921593743321e-15 
  829       3.476075915991e-10       5.019652319656e-15       3.903767088757e-15 
  830       3.472009097586e-10       4.993982049853e-15       3.885790921407e-15 
  831       3.467667425939e-10       4.968473331333e-15       3.867669950773e-15 
  832       3.463051809143e-10       4.943125006642e-15       3.849408935509e-15 
  833       3.458163176779e-10       4.917935893224e-15       3.831012683575e-15 
  834       3.453002479988e-10       4.892904783329e-15       3.812486052385e-15 
  835       3.447570691550e-10       4.868030443922e-15       3.793833948953e-15 
  836       3.441868805960e-10       4.843311616587e-15       3.775061330048e-15 
  837       3.435897839503e-10       4.818747017436e-15       3.756173202338e-15 
  838       3.429658830330e-10       4.794335337018e-15       3.737174622542e-15 
  839       3.423152838537e-10       4.770075240226e-15       3.718070697577e-15 
  840       3.416380946237e-10       4.745965366203e-15       3.698866584711e-15 
  841       3.409344257640e-10       4.722004328249e-15       3.679567491708e-15 
  842       3.402043899127e-10       4.698190713734e-15       3.660178676981e-15 
  843       3.394481019328e-10       4.674523083998e-15       3.640705449738e-15 
  844       3.386656789194e-10       4.650999974263e-15       3.621153170133e-15 
  845       3.378572402079e-10       4.627619893540e-15       3.601527249415e-15 
  846       3.370229073813e-10       4.604381324537e-15       3.581833150076e-15 
  847       3.361628042778e-10       4.581282723564e-15       3.562076386004e-15 
  848       3.352770569984e-10       4.558322520443e-15       3.542262522627e-15 
  849       3.343657939148e-10       4.535499118413e-15       3.522397177066e-15 
  850       3.334291456768e-10       4.512810894043e-15       3.502486018281e-15 
  851       3.324672797675e-10       4.490256394084e-15       3.482534167130e-15 
  852       3.314805048043e-10       4.467834929940e-15       3.462544384940e-15 
  853       3.304691680422e-10       4.445545993212e-15       3.442518854162e-15 
  854       3.294336210014e-10       4.423389059613e-15       3.422459775696e-15 
  855       3.283742194808e-10       4.401363588906e-15       3.402369368942e-15 
  856       3.272913235710e-10       4.379469024847e-15       3.382249871853e-15 
  857       3.261852976681e-10       4.357704795122e-15       3.362103540982e-15 
  858       3.250565104866e-10       4.336070311287e-15       3.341932651532e-15 
  859       3.239053350731e-10       4.314564968711e-15       3.321739497405e-15 
  860       3.227321488194e-10       4.293188146516e-15       3.301526391257e-15 
  861       3.215373334759e-10       4.271939207513e-15       3.281295664542e-15 
  862       3.203212751651e-10       4.250817498145e-15       3.261049667563e-15 
  863       3.190843643944e-10       4.229822348430e-15       3.240790769526e-15 
  864       3.178269960704e-10       4.208953071895e-15       3.220521358586e-15 
  865       3.165495695111e-10       4.188208965520e-15       3.200243841895e-15 
  866       3.152524884602e-10       4.167589309679e-15       3.179960645660e-15 
  867       3.139361610998e-10       4.147093368075e-15       3.159674215183e-15 
  868       3.126010000643e-10       4.126720387686e-15       3.139387014919e-15 
  869       3.112474224529e-10       4.106469598704e-15       3.119101528520e-15 
  870       3.098758498440e-10       4.086340214470e-15       3.098820258890e-15 
  871       3.084867083076e-10       4.066331431422e-15       3.078545728230e-15 
  872       3.070804284193e-10       4.046442429027e-15       3.058280478093e-15 
  873       3.056574452731e-10       4.026672369730e-15       3.038027069427e-15 
  874       3.042181984952e-10       4.007020398884e-15       3.017788082634e-15 
  875       3.027631322572e-10       3.987485644700e-15       2.997566117611e-15 
  876       3.012926952891e-10       3.968067218179e-15       2.977363793806e-15 
  877       2.998073408933e-10       3.948764213058e-15       2.957183750266e-15 
  878       2.983075269572e-10       3.929575705748e-15       2.937028645685e-15 
  879       2.967937159670e-10       3.910500755271e-15       2.916901158458e-15 
  880       2.952663750212e-10       3.891538403207e-15       2.896803986726e-15 
  881       2.937259758433e-10       3.872687673627e-15       2.876739848431e-15 
  882       2.921729947958e-10       3.853947573038e-15       2.856711481362e-15 
  883       2.906079128929e-10       3.835317090321e-15       2.836721643205e-15 
  884       2.890312158146e-10       3.816795196671e-15       2.816773111598e-15 
  885       2.874433939194e-10       3.798380845538e-15       2.796868684173e-15 
  886       2.858449422577e-10       3.780072972567e-15       2.777011178612e-15 
  887       2.842363605857e-10       3.761870495538e-15       2.757203432695e-15 
  888       2.826181533780e-10       3.743772314305e-15       2.737448304349e-15 
  889       2.809908298415e-10       3.725777310738e-15       2.717748671700e-15 
  890       2.793549039282e-10       3.707884348663e-15       2.698107433121e-15 
  891       2.777108753988e-10       3.690092408115e-15       2.678526870786e-15 
  892       2.760591726432e-10       3.672400990632e-15       2.659006729811e-15 
  893       2.744002089495e-10       3.654809720485e-15       2.639546107735e-15 
  894       2.727344013794e-10       3.637318210927e-15       2.620144088124e-15 
  895       2.710621707791e-10       3.619926064147e-15       2.600799740520e-15 
  896       2.693839417894e-10       3.602632871240e-15       2.581512120396e-15 
  897       2.677001428566e-10       3.585438212156e-15       2.562280269109e-15 
  898       2.660112062426e-10       3.568341655673e-15       2.543103213856e-15 
  899       2.643175680356e-10       3.551342759345e-15       2.523979967627e-15 
  900       2.626196681606e-10       3.534441069473e-15       2.504909529156e-15 
  901       2.609179503897e-10       3.517636121057e-15       2.485890882879e-15 
  902       2.592128623526e-10       3.500927437764e-15       2.466922998885e-15 
  903       2.575048555474e-10       3.484314531881e-15       2.448004832872e-15 
  904       2.557943853504e-10       3.467796904281e-15       2.429135326098e-15 
  905       2.540819110274e-10       3.451374044381e-15       2.410313405337e-15 
  906       2.523678957436e-10       3.435045430102e-15       2.391537982832e-15 
  907       2.506528065743e-10       3.418810527831e-15       2.372807956249e-15 
  908       2.489371145152e-10       3.402668792380e-15       2.354122208631e-15 
  909       2.472212944932e-10       3.386619666947e-15       2.335479608352e-15 
  910       2.455058253765e-10       3.370662583076e-15       2.316879009069e-15 
  911       2.437911899853e-10       3.354796960620e-15       2.298319249678e-15 
  912       2.420778751024e-10       3.339022207695e-15       2.279799154266e-15 
  913       2.403663714833e-10       3.323337720650e-15       2.261317532069e-15 
  914       2.386571738670e-10       3.307742884016e-15       2.242873177418e-15 
  915       2.369507809864e-10       3.292237070476e-15       2.224464869701e-15 
  916       2.352476955785e-10       3.276819640823e-15       2.206091373312e-15 
  917       2.335484243954e-10       3.261489943915e-15       2.187751437605e-15 
  918       2.318534782144e-10       3.246247316642e-15       2.169443796851e-15 
  919       2.301633718485e-10       3.231091083884e-15       2.151167170187e-15 
  920       2.284786241570e-10       3.216020558472e-15       2.132920261575e-15 
  921       2.267997580560e-10       3.201035041146e-15       2.114701759751e-15 
  922       2.251273005287e-10       3.186133820518e-15       2.096510338183e-15 
  923       2.234617826359e-10       3.171316173032e-15       2.078344655022e-15 
  924       2.218037395268e-10       3.156581362923e-15       2.060203353057e-15 
  925       2.201537104489e-10       3.141928642179e-15       2.042085059667e-15 
  926       2.185122387592e-10       3.127357250502e-15       2.023988386778e-15 
  927       2.168798719339e-10       3.112866415264e-15       2.005911930815e-15 
  928       2.152571615796e-10       3.098455351474e-15       1.987854272654e-15 
  929       2.136446634431e-10       3.084123261732e-15       1.969813977581e-15 
  930       2.120429374225e-10       3.069869336196e-15       1.951789595240e-15 
  931       2.104524923008e-10       3.055692845717e-15       1.933780205282e-15 
  932       2.088736189775e-10       3.041593422955e-15       1.915787063774e-15 
  933       2.073065546423e-10       3.027570785598e-15       1.897811982520e-15 
  934       2.057515378173e-10       3.013624643551e-15       1.879856785743e-15 
  935       2.042088083595e-10       2.999754698910e-15       1.861923310106e-15 
  936       2.026786074640e-10       2.985960645939e-15       1.844013404752e-15 
  937       2.011611776668e-10       2.972242171036e-15       1.826128931324e-15 
  938       1.996567628473e-10       2.958598952714e-15       1.808271763999e-15 
  939       1.981656082316e-10       2.945030661568e-15       1.790443789517e-15 
  940       1.966879603950e-10       2.931536960254e-15       1.772646907209e-15 
  941       1.952240672649e-10       2.918117503455e-15       1.754883029027e-15 
  942       1.937741781237e-10       2.904771937863e-15       1.737154079573e-15 
  943       1.923385436116e-10       2.891499902145e-15       1.719461996128e-15 
  944       1.909174157294e-10       2.878301026921e-15       1.701808728682e-15 
  945       1.895110478414e-10       2.865174934734e-15       1.684196239963e-15 
  946       1.881196946781e-10       2.852121240026e-15       1.666626505467e-15 
  947       1.867436123392e-10       2.839139549108e-15       1.649101513484e-15 
  948       1.853830582964e-10       2.826229460138e-15       1.631623265133e-15 
  949       1.840382913960e-10       2.813390563091e-15       1.614193774386e-15 
  950       1.827095718622e-10       2.800622439730e-15       1.596815068099e-15 
  951       1.813971612994e-10       2.787924663586e-15       1.579489186044e-15 
  952       1.801013226954e-10       2.775296799926e-15       1.562218180932e-15 
  953       1.788223204240e-10       2.762738405726e-15       1.545004118450e-15 
  954       1.775604202481e-10       2.750249029650e-15       1.527849077285e-15 
  955       1.763158893224e-10       2.737828212016e-15       1.510755149153e-15 
  956       1.750889961960e-10       2.725475484773e-15       1.493724438832e-15 
  957       1.738800108156e-10       2.713190371475e-15       1.476759064190e-15 
  958       1.726892045281e-10       2.700972387253e-15       1.459861156210e-15 
  959       1.715168500837e-10       2.688821038789e-15       1.443032859026e-15 
  960       1.703632216382e-10       2.676735824287e-15       1.426276329948e-15 
  961       1.692285947564e-10       2.664716233450e-15       1.409593739493e-15 
  962       1.681132464147e-10       2.652761747449e-15       1.392987271411e-15 
  963       1.670174550038e-10       2.640871838902e-15       1.376459122721e-15 
  964       1.659415003319e-10       2.629045971842e-15       1.360011503733e-15 
  965       1.648856636271e-10       2.617283601691e-15       1.343646638082e-15 
  966       1.638502275404e-10       2.605584175236e-15       1.327366762755e-15 
  967       1.628354761487e-10       2.593947130602e-15       1.311174128120e-15 
  968       1.618416949574e-10       2.582371897222e-15       1.295070997959e-15 
  969       1.608691709035e-10       2.570857895813e-15       1.279059649492e-15 
  970       1.599181923580e-10       2.559404538349e-15       1.263142373411e-15 
  971       1.589889929339e-10       2.548011293824e-15       1.247321419053e-15 
  972       1.580815819773e-10       2.536677886682e-15       1.231598828975e-15 
  973       1.571959115321e-10       2.525404101317e-15       1.215976601954e-15 
  974       1.563319323001e-10       2.514189716539e-15       1.200456747628e-15 
  975       1.554895936360e-10       2.503034505553e-15       1.185041286528e-15 
  976       1.546688435439e-10       2.491938235939e-15       1.169732250090e-15 
  977       1.538696286726e-10       2.480900669638e-15       1.154531680686e-15 
  978       1.530918943110e-10       2.469921562932e-15       1.139441631643e-15 
  979       1.523355843843e-10       2.459000666422e-15       1.124464167263e-15 
  980       1.516006414496e-10       2.448137725016e-15       1.109601362850e-15 
  981       1.508870066912e-10       2.437332477905e-15       1.094855304727e-15 
  982       1.501946199167e-10       2.426584658549e-15       1.080228090263e-15 
  983       1.495234195526e-10       2.415893994654e-15       1.065721827893e-15 
  984       1.488733426396e-10       2.405260208158e-15       1.051338637141e-15 
  985       1.482443248291e-10       2.394683015213e-15       1.037080648641e-15 
  986       1.476363003780e-10       2.384162126161e-15       1.022950004160e-15 
  987       1.470492021449e-10       2.373697245520e-15       1.008948856622e-15 
  988       1.464829615858e-10       2.363288071968e-15       9.950793701282e-16 
  989       1.459375087495e-10       2.352934298317e-15       9.813437199798e-16 
  990       1.454127722735e-10       2.342635611503e-15       9.677440927007e-16 
  991       1.449086793797e-10       2.332391692563e-15       9.542826860594e-16 
  992       1.444251558699e-10       2.322202216616e-15       9.409617090915e-16 
  993       1.439621261216e-10       2.312066852847e-15       9.277833821221e-16 
  994       1.435195130839e-10       2.301985264489e-15       9.147499367878e-16 
  995       1.430972382728e-10       2.291957108802e-15       9.018636160593e-16 
  996       1.426952217670e-10       2.281982037058e-15       8.891266742636e-16 
  997       1.423133822039e-10       2.272059694518e-15       8.765413771061e-16 
  998       1.419516367749e-10       2.262189720419e-15       8.641100016932e-16 
  999       1.416099012213e-10       2.252371747952e-15       8.518348365545e-16 
 1000       1.412880898297e-10       2.242605404246e-15       8.397181816651e-16 
 1001       1.409861154282e-10       2.232890310346e-15       8.277623484679e-16 
 1002       1.407038893816e-10       2.223226081199e-15       8.159696598956e-16 
 1003       1.404413215873e-10       2.213612325633e-15       8.043424503937e-16 
 1004       1.401983204712e-10       2.204048646340e-15       7.928830659421e-16 
 1005       1.399747929827e-10       2.194534639858e-15       7.815938640778e-16 
 1006       1.397706445913e-10       2.185069896548e-15       7.704772139171e-16 
 1007       1.395857792815e-10       2.175654000583e-15       7.595354961777e-16 
 1008       1.394200995490e-10       2.166286529926e-15       7.487711032015e-16 
 1009       1.392735063961e-10       2.156967056308e-15       7.381864389764e-16 
 1010       1.391458993277e-10       2.147695145217e-15       7.277839191589e-16 
 1011       1.390371507180e-10       2.138470403076e-15       7.175650152036e-16 
 1012       1.389470285162e-10       2.129292619573e-15       7.075273715810e-16 
 1013       1.388752724159e-10       2.120161627352e-15       6.976676469523e-16 
 1014       1.388216193745e-10       2.111077254985e-15       6.879824661958e-16 
 1015       1.387858036066e-10       2.102039326963e-15       6.784684203173e-16 
 1016       1.387675565760e-10       2.093047663676e-15       6.691220663598e-16 
 1017       1.387666069890e-10       2.084102081406e-15       6.599399273142e-16 
 1018       1.387826807866e-10       2.075202392313e-15       6.509184920293e-16 
 1019       1.388155011374e-10       2.066348404421e-15       6.420542151217e-16 
 1020       1.388647884302e-10       2.057539921605e-15       6.333435168865e-16 
 1021       1.389302602667e-10       2.048776743581e-15       6.247827832073e-16 
 1022       1.390116314543e-10       2.040058665889e-15       6.163683654659e-16 
 1023       1.391086139987e-10       2.031385479883e-15       6.080965804534e-16 
 1024       1.392209170964e-10       2.022756972719e-15       5.999637102795e-16 
 1025       1.393482471277e-10       2.014172927340e-15       5.919660022834e-16 
 1026       1.394903076491e-10       2.005633122461e-15       5.840996689436e-16 
 1027       1.396467993863e-10       1.997137332564e-15       5.763608877879e-16 
 1028       1.398174202265e-10       1.988685327878e-15       5.687458013042e-16 
 1029       1.400018652114e-10       1.980276874367e-15       5.612505168501e-16 
 1030       1.401998265296e-10       1.971911733721e-15       5.538711065635e-16 
 1031       1.404109935095e-10       1.963589663340e-15       5.466036072723e-16 
 1032       1.406350526121e-10       1.955310416322e-15       5.394440204053e-16 
 1033       1.408716874232e-10       1.947073741451e-15       5.323883119018e-16 
 1034       1.411205786466e-10       1.938879383182e-15       5.254324121218e-16 
 1035       1.413814040963e-10       1.930727081631e-15       5.185722157566e-16 
 1036       1.416538386899e-10       1.922616572560e-15       5.118035817387e-16 
 1037       1.419375544402e-10       1.914547587365e-15       5.051223331520e-16 
 1038       1.422322204491e-10       1.906519853065e-15       4.985242571420e-16 
 1039       1.425375028993e-10       1.898533092284e-15       4.920051048260e-16 
 1040       1.428530650475e-10       1.890587023245e-15       4.855605912035e-16 
 1041       1.431785672169e-10       1.882681359751e-15       4.791863950657e-16 
 1042       1.435136667899e-10       1.874815811177e-15       4.728781589068e-16 
 1043       1.438580182010e-10       1.866990082455e-15       4.666314888331e-16 
 1044       1.442112729291e-10       1.859203874059e-15       4.604419544738e-16 
 1045       1.445730794903e-10       1.851456881998e-15       4.543050888910e-16 
 1046       1.449430834310e-10       1.843748797797e-15       4.482163884900e-16 
 1047       1.453209273198e-10       1.836079308489e-15       4.421713129293e-16 
 1048       1.457062507409e-10       1.828448096597e-15       4.361652850311e-16 
 1049       1.460986902864e-10       1.820854840128e-15       4.301936906909e-16 
 1050       1.464978795491e-10       1.813299212555e-15       4.242518787885e-16 
 1051       1.469034636961e-10       1.805780917245e-15       4.183361835085e-16 
 1052       1.473151434264e-10       1.798299791300e-15       4.124470070483e-16 
 1053       1.477326316099e-10       1.790855703134e-15       4.065857795837e-16 
 1054       1.481556387560e-10       1.783448518155e-15       4.007539407650e-16 
 1055       1.485838730078e-10       1.776078098757e-15       3.949529397377e-16 
 1056       1.490170401366e-10       1.768744304312e-15       3.891842351640e-16 
 1057       1.494548435359e-10       1.761446991156e-15       3.834492952439e-16 
 1058       1.498969842161e-10       1.754186012585e-15       3.777495977363e-16 
 1059       1.503431607980e-10       1.746961218844e-15       3.720866299800e-16 
 1060       1.507930695079e-10       1.739772457118e-15       3.664618889151e-16 
 1061       1.512464041714e-10       1.732619571522e-15       3.608768811042e-16 
 1062       1.517028562076e-10       1.725502403094e-15       3.553331227531e-16 
 1063       1.521621146237e-10       1.718420789785e-15       3.498321397326e-16 
 1064       1.526238660090e-10       1.711374566449e-15       3.443754675991e-16 
 1065       1.530877945292e-10       1.704363564833e-15       3.389646516161e-16 
 1066       1.535535819208e-10       1.697387613574e-15       3.336012467751e-16 
 1067       1.540209074853e-10       1.690446538180e-15       3.282868178170e-16 
 1068       1.544894480832e-10       1.683540161031e-15       3.230229392531e-16 
 1069       1.549588781287e-10       1.676668301363e-15       3.178111953863e-16 
 1070       1.554288695838e-10       1.669830775262e-15       3.126531803320e-16 
 1071       1.558990919524e-10       1.663027395653e-15       3.075504980399e-16 
 1072       1.563692122747e-10       1.656257972295e-15       3.025047623145e-16 
 1073       1.568388951216e-10       1.649522311765e-15       2.975175968365e-16 
 1074       1.573078025885e-10       1.642820217457e-15       2.925906351841e-16 
 1075       1.577755942903e-10       1.636151489566e-15       2.877255208537e-16 
 1076       1.582419273550e-10       1.629515925084e-15       2.829239072817e-16 
 1077       1.587064564181e-10       1.622913317786e-15       2.781874578650e-16 
 1078       1.591688336172e-10       1.616343458227e-15       2.735178459829e-16 
 1079       1.596287085860e-10       1.609806133727e-15       2.689167550172e-16 
 1080       1.600857284485e-10       1.603301128366e-15       2.643858783746e-16 
