# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:phiphi                 4:TPhi               
 1552       7.086263747571e-11       3.276630538155e-16       3.697288229144e-16 
 1553       7.041410168330e-11       3.267329477482e-16       3.673346385151e-16 
 1554       6.996833442859e-11       3.258060334755e-16       3.649386771692e-16 
 1555       6.952544151182e-11       3.248822977149e-16       3.625418489718e-16 
 1556       6.908552922335e-11       3.239617270380e-16       3.601450686572e-16 
 1557       6.864870434443e-11       3.230443078692e-16       3.577492556073e-16 
 1558       6.821507414793e-11       3.221300264862e-16       3.553553338584e-16 
 1559       6.778474639915e-11       3.212188690193e-16       3.529642321088e-16 
 1560       6.735782935652e-11       3.203108214512e-16       3.505768837265e-16 
 1561       6.693443177237e-11       3.194058696169e-16       3.481942267559e-16 
 1562       6.651466289370e-11       3.185039992030e-16       3.458172039258e-16 
 1563       6.609863246292e-11       3.176051957478e-16       3.434467626569e-16 
 1564       6.568645071862e-11       3.167094446411e-16       3.410838550687e-16 
 1565       6.527822839629e-11       3.158167311233e-16       3.387294379872e-16 
 1566       6.487407672911e-11       3.149270402857e-16       3.363844729523e-16 
 1567       6.447410744871e-11       3.140403570700e-16       3.340499262254e-16 
 1568       6.407843278589e-11       3.131566662681e-16       3.317267687963e-16 
 1569       6.368716547139e-11       3.122759525218e-16       3.294159763912e-16 
 1570       6.330041873665e-11       3.113982003222e-16       3.271185294797e-16 
 1571       6.291829140455e-11       3.105233952527e-16       3.248352106154e-16 
 1572       6.254082300818e-11       3.096515277294e-16       3.225659943783e-16 
 1573       6.216803825566e-11       3.087825892948e-16       3.203106517665e-16 
 1574       6.179996190225e-11       3.079165713777e-16       3.180689523452e-16 
 1575       6.143661875038e-11       3.070534652934e-16       3.158406642446e-16 
 1576       6.107803364969e-11       3.061932622431e-16       3.136255541568e-16 
 1577       6.072423149705e-11       3.053359533138e-16       3.114233873341e-16 
 1578       6.037523723660e-11       3.044815294780e-16       3.092339275860e-16 
 1579       6.003107585978e-11       3.036299815936e-16       3.070569372771e-16 
 1580       5.969177240535e-11       3.027813004036e-16       3.048921773244e-16 
 1581       5.935735195942e-11       3.019354765361e-16       3.027394071951e-16 
 1582       5.902783965550e-11       3.010925005035e-16       3.005983849042e-16 
 1583       5.870326067451e-11       3.002523627029e-16       2.984688670118e-16 
 1584       5.838364024483e-11       2.994150534155e-16       2.963506086208e-16 
 1585       5.806900364229e-11       2.985805628066e-16       2.942433633745e-16 
 1586       5.775937619026e-11       2.977488809252e-16       2.921468834540e-16 
 1587       5.745478325962e-11       2.969199977037e-16       2.900609195763e-16 
 1588       5.715525026884e-11       2.960939029581e-16       2.879852209910e-16 
 1589       5.686080268398e-11       2.952705863872e-16       2.859195354785e-16 
 1590       5.657146601873e-11       2.944500375729e-16       2.838636093476e-16 
 1591       5.628726583443e-11       2.936322459795e-16       2.818171874325e-16 
 1592       5.600822774013e-11       2.928172009539e-16       2.797800130909e-16 
 1593       5.573437739258e-11       2.920048917251e-16       2.777518282015e-16 
 1594       5.546574049630e-11       2.911953074040e-16       2.757323731612e-16 
 1595       5.520234280356e-11       2.903884369834e-16       2.737213868831e-16 
 1596       5.494421011448e-11       2.895842693374e-16       2.717186067938e-16 
 1597       5.469136827698e-11       2.887827932215e-16       2.697237688311e-16 
 1598       5.444384318689e-11       2.879839972722e-16       2.677366074414e-16 
 1599       5.420166078792e-11       2.871878700069e-16       2.657568555776e-16 
 1600       5.396484707171e-11       2.863943998234e-16       2.637842446961e-16 
 1601       5.373342807788e-11       2.856035750003e-16       2.618185047550e-16 
 1602       5.350742989401e-11       2.848153836958e-16       2.598593642113e-16 
 1603       5.328687865574e-11       2.840298139484e-16       2.579065500184e-16 
 1604       5.307180054674e-11       2.832468536762e-16       2.559597876239e-16 
 1605       5.286222179877e-11       2.824664906767e-16       2.540188009671e-16 
 1606       5.265816869171e-11       2.816887126267e-16       2.520833124763e-16 
 1607       5.245966755356e-11       2.809135070820e-16       2.501530430670e-16 
 1608       5.226674476053e-11       2.801408614773e-16       2.482277121386e-16 
 1609       5.207942673701e-11       2.793707631257e-16       2.463070375728e-16 
 1610       5.189773995562e-11       2.786031992187e-16       2.443907357305e-16 
 1611       5.172169877761e-11       2.778381578277e-16       2.424786913948e-16 
 1612       5.155126885310e-11       2.770756309192e-16       2.405714692912e-16 
 1613       5.138640338854e-11       2.763156113664e-16       2.386698072073e-16 
 1614       5.122705527562e-11       2.755580919500e-16       2.367744464750e-16 
 1615       5.107317709079e-11       2.748030653577e-16       2.348861319762e-16 
 1616       5.092472109471e-11       2.740505241843e-16       2.330056121476e-16 
 1617       5.078163923170e-11       2.733004609314e-16       2.311336389864e-16 
 1618       5.064388312924e-11       2.725528680072e-16       2.292709680560e-16 
 1619       5.051140409740e-11       2.718077377264e-16       2.274183584909e-16 
 1620       5.038415312836e-11       2.710650623099e-16       2.255765730025e-16 
 1621       5.026208089582e-11       2.703248338847e-16       2.237463778844e-16 
 1622       5.014513775452e-11       2.695870444838e-16       2.219285430179e-16 
 1623       5.003327373968e-11       2.688516860458e-16       2.201238418770e-16 
 1624       4.992643856646e-11       2.681187504150e-16       2.183330515346e-16 
 1625       4.982458162946e-11       2.673882293410e-16       2.165569526671e-16 
 1626       4.972765200217e-11       2.666601144786e-16       2.147963295604e-16 
 1627       4.963559843643e-11       2.659343973876e-16       2.130519701150e-16 
 1628       4.954836936192e-11       2.652110695325e-16       2.113246658515e-16 
 1629       4.946591288560e-11       2.644901222828e-16       2.096152119161e-16 
 1630       4.938817679120e-11       2.637715469121e-16       2.079244070859e-16 
 1631       4.931510853871e-11       2.630553345985e-16       2.062530537745e-16 
 1632       4.924665526377e-11       2.623414764243e-16       2.046019580371e-16 
 1633       4.918276377724e-11       2.616299633755e-16       2.029719295762e-16 
 1634       4.912338056459e-11       2.609207863420e-16       2.013637817469e-16 
 1635       4.906845178541e-11       2.602139361172e-16       1.997783315624e-16 
 1636       4.901792327285e-11       2.595094033980e-16       1.982163996993e-16 
 1637       4.897174053311e-11       2.588071787844e-16       1.966788105030e-16 
 1638       4.892984874492e-11       2.581072527795e-16       1.951663919933e-16 
 1639       4.889219275896e-11       2.574096157893e-16       1.936799758698e-16 
 1640       4.885871709738e-11       2.567142581224e-16       1.922203975169e-16 
 1641       4.882936595324e-11       2.560211699900e-16       1.907884960100e-16 
 1642       4.880408319000e-11       2.553303415054e-16       1.893851141201e-16 
 1643       4.878281234094e-11       2.546417626843e-16       1.880110983196e-16 
 1644       4.876549660869e-11       2.539554234442e-16       1.866672987880e-16 
 1645       4.875207886468e-11       2.532713136045e-16       1.853545694166e-16 
 1646       4.874250164856e-11       2.525894228859e-16       1.840737678147e-16 
 1647       4.873670716774e-11       2.519097409110e-16       1.828257553143e-16 
 1648       4.873463729683e-11       2.512322572033e-16       1.816113969763e-16 
 1649       4.873623357707e-11       2.505569611874e-16       1.804315615951e-16 
 1650       4.874143721587e-11       2.498838421888e-16       1.792871217044e-16 
 1651       4.875018594365e-11       2.492128902493e-16       1.781786397649e-16 
 1652       4.876240455518e-11       2.485440985808e-16       1.771054236734e-16 
 1653       4.877801428338e-11       2.478774611331e-16       1.760664628944e-16 
 1654       4.879693593363e-11       2.472129717797e-16       1.750607415107e-16 
 1655       4.881908988306e-11       2.465506243178e-16       1.740872382144e-16 
 1656       4.884439607995e-11       2.458904124684e-16       1.731449262987e-16 
 1657       4.887277404298e-11       2.452323298759e-16       1.722327736496e-16 
 1658       4.890414286062e-11       2.445763701082e-16       1.713497427375e-16 
 1659       4.893842119043e-11       2.439225266563e-16       1.704947906087e-16 
 1660       4.897552725841e-11       2.432707929341e-16       1.696668688771e-16 
 1661       4.901537885830e-11       2.426211622786e-16       1.688649237159e-16 
 1662       4.905789335096e-11       2.419736279496e-16       1.680878958489e-16 
 1663       4.910298766363e-11       2.413281831294e-16       1.673347205425e-16 
 1664       4.915057828933e-11       2.406848209228e-16       1.666043275969e-16 
 1665       4.920058128614e-11       2.400435343571e-16       1.658956413382e-16 
 1666       4.925291227658e-11       2.394043163816e-16       1.652075806095e-16 
 1667       4.930748644686e-11       2.387671598678e-16       1.645390587629e-16 
 1668       4.936421854632e-11       2.381320576089e-16       1.638889836508e-16 
 1669       4.942302288664e-11       2.374990023201e-16       1.632562576180e-16 
 1670       4.948381334128e-11       2.368679866381e-16       1.626397774926e-16 
 1671       4.954650334474e-11       2.362390031211e-16       1.620384345782e-16 
 1672       4.961100589190e-11       2.356120442486e-16       1.614511146452e-16 
 1673       4.967723353737e-11       2.349871024214e-16       1.608766979227e-16 
 1674       4.974509839483e-11       2.343641699612e-16       1.603140590897e-16 
 1675       4.981451213631e-11       2.337432391106e-16       1.597620672671e-16 
 1676       4.988538599157e-11       2.331243020332e-16       1.592195860090e-16 
 1677       4.995763074740e-11       2.325073508129e-16       1.586854732946e-16 
 1678       5.003115674698e-11       2.318923774542e-16       1.581585815195e-16 
 1679       5.010587388917e-11       2.312793738820e-16       1.576377574876e-16 
 1680       5.018169162787e-11       2.306683319413e-16       1.571218424026e-16 
 1681       5.025851897135e-11       2.300592433972e-16       1.566096718595e-16 
 1682       5.033626448157e-11       2.294520999345e-16       1.561000758364e-16 
 1683       5.041483627349e-11       2.288468931581e-16       1.555918786860e-16 
 1684       5.049414201445e-11       2.282436145922e-16       1.550838991271e-16 
 1685       5.057408892347e-11       2.276422556805e-16       1.545749502364e-16 
 1686       5.065458377056e-11       2.270428077863e-16       1.540638394403e-16 
 1687       5.073553287610e-11       2.264452621917e-16       1.535493685058e-16 
 1688       5.081684211012e-11       2.258496100980e-16       1.530303335329e-16 
 1689       5.089841689167e-11       2.252558426255e-16       1.525055249459e-16 
 1690       5.098016218813e-11       2.246639508130e-16       1.519737274847e-16 
 1691       5.106198840721e-11       2.240739262869e-16       1.514340449508e-16 
 1692       5.114382913010e-11       2.234857632727e-16       1.508868775328e-16 
 1693       5.122562353042e-11       2.228994566008e-16       1.503329529199e-16 
 1694       5.130731049505e-11       2.223150010383e-16       1.497730023214e-16 
 1695       5.138882862374e-11       2.217323912898e-16       1.492077604712e-16 
 1696       5.147011622862e-11       2.211516219965e-16       1.486379656336e-16 
 1697       5.155111133387e-11       2.205726877368e-16       1.480643596082e-16 
 1698       5.163175167520e-11       2.199955830255e-16       1.474876877353e-16 
 1699       5.171197469949e-11       2.194203023142e-16       1.469086989011e-16 
 1700       5.179171756437e-11       2.188468399909e-16       1.463281455429e-16 
 1701       5.187091713774e-11       2.182751903801e-16       1.457467836542e-16 
 1702       5.194950999743e-11       2.177053477424e-16       1.451653727902e-16 
 1703       5.202743243068e-11       2.171373062747e-16       1.445846760729e-16 
 1704       5.210462043382e-11       2.165710601098e-16       1.440054601963e-16 
 1705       5.218100971176e-11       2.160066033165e-16       1.434284954316e-16 
 1706       5.225653567763e-11       2.154439298995e-16       1.428545556327e-16 
 1707       5.233113345231e-11       2.148830337990e-16       1.422844182409e-16 
 1708       5.240473786404e-11       2.143239088907e-16       1.417188642908e-16 
 1709       5.247728344799e-11       2.137665489861e-16       1.411586784149e-16 
 1710       5.254870444583e-11       2.132109478317e-16       1.406046488492e-16 
 1711       5.261893480531e-11       2.126570991094e-16       1.400575674385e-16 
 1712       5.268790817982e-11       2.121049964362e-16       1.395182296412e-16 
 1713       5.275555792802e-11       2.115546333640e-16       1.389874345350e-16 
 1714       5.282181711336e-11       2.110060033795e-16       1.384659848220e-16 
 1715       5.288661850369e-11       2.104590999045e-16       1.379546868336e-16 
 1716       5.294989457081e-11       2.099139162951e-16       1.374543505363e-16 
 1717       5.301157749008e-11       2.093704458421e-16       1.369657895364e-16 
 1718       5.307159913998e-11       2.088286817707e-16       1.364898210855e-16 
 1719       5.312989110169e-11       2.082886172402e-16       1.360272660859e-16 
 1720       5.318638465866e-11       2.077502453444e-16       1.355789490953e-16 
 1721       5.324101079619e-11       2.072135591110e-16       1.351456983327e-16 
 1722       5.329370020102e-11       2.066785515015e-16       1.347283456829e-16 
 1723       5.334438326090e-11       2.061452154116e-16       1.343277267024e-16 
 1724       5.339299006415e-11       2.056135436703e-16       1.339446806243e-16 
 1725       5.343945039928e-11       2.050835290405e-16       1.335800503635e-16 
 1726       5.348369375451e-11       2.045551642186e-16       1.332346825221e-16 
 1727       5.352564931739e-11       2.040284418340e-16       1.329094273944e-16 
 1728       5.356524597437e-11       2.035033544499e-16       1.326051389724e-16 
 1729       5.360241231037e-11       2.029798945622e-16       1.323226749508e-16 
 1730       5.363707660834e-11       2.024580545999e-16       1.320628967324e-16 
 1731       5.366917685603e-11       2.019378274780e-16       1.318264012901e-16 
 1732       5.369869085942e-11       2.014192082601e-16       1.316127142637e-16 
 1733       5.372560638296e-11       2.009021925095e-16       1.314210900530e-16 
 1734       5.374991116552e-11       2.003867757376e-16       1.312507793362e-16 
 1735       5.377159292036e-11       1.998729534033e-16       1.311010290643e-16 
 1736       5.379063933512e-11       1.993607209135e-16       1.309710824557e-16 
 1737       5.380703807176e-11       1.988500736225e-16       1.308601789909e-16 
 1738       5.382077676659e-11       1.983410068324e-16       1.307675544065e-16 
 1739       5.383184303021e-11       1.978335157925e-16       1.306924406903e-16 
 1740       5.384022444751e-11       1.973275956997e-16       1.306340660754e-16 
 1741       5.384590857762e-11       1.968232416980e-16       1.305916550348e-16 
 1742       5.384888295393e-11       1.963204488785e-16       1.305644282758e-16 
 1743       5.384913508402e-11       1.958192122797e-16       1.305516027347e-16 
 1744       5.384665244967e-11       1.953195268867e-16       1.305523915713e-16 
 1745       5.384142250684e-11       1.948213876317e-16       1.305660041630e-16 
 1746       5.383343268563e-11       1.943247893938e-16       1.305916460999e-16 
 1747       5.382267039026e-11       1.938297269984e-16       1.306285191789e-16 
 1748       5.380912299906e-11       1.933361952180e-16       1.306758213981e-16 
 1749       5.379277786443e-11       1.928441887713e-16       1.307327469517e-16 
 1750       5.377362231284e-11       1.923537023235e-16       1.307984862243e-16 
 1751       5.375164364479e-11       1.918647304861e-16       1.308722257853e-16 
 1752       5.372682913480e-11       1.913772678169e-16       1.309531483834e-16 
 1753       5.369916603138e-11       1.908913088198e-16       1.310404329414e-16 
 1754       5.366864155701e-11       1.904068479447e-16       1.311332545502e-16 
 1755       5.363524290810e-11       1.899238795876e-16       1.312307844638e-16 
 1756       5.359895725502e-11       1.894423980903e-16       1.313321900936e-16 
 1757       5.355977174201e-11       1.889623977402e-16       1.314366350027e-16 
 1758       5.351767348722e-11       1.884838727705e-16       1.315432789006e-16 
 1759       5.347264958263e-11       1.880068173602e-16       1.316512776378e-16 
 1760       5.342468709408e-11       1.875312256333e-16       1.317597832001e-16 
 1761       5.337377306121e-11       1.870570916596e-16       1.318679437031e-16 
 1762       5.331989449747e-11       1.865844094540e-16       1.319749033869e-16 
 1763       5.326303839005e-11       1.861131729767e-16       1.320798026103e-16 
 1764       5.320319169992e-11       1.856433761330e-16       1.321817778456e-16 
 1765       5.314034136176e-11       1.851750127731e-16       1.322799616729e-16 
 1766       5.307447428395e-11       1.847080766922e-16       1.323734827747e-16 
 1767       5.300557734856e-11       1.842425616305e-16       1.324614659303e-16 
 1768       5.293363741132e-11       1.837784612726e-16       1.325430320103e-16 
 1769       5.285864130160e-11       1.833157692480e-16       1.326172979713e-16 
 1770       5.278057582236e-11       1.828544791307e-16       1.326833768503e-16 
 1771       5.269943557244e-11       1.823945848993e-16       1.327406394237e-16 
 1772       5.261524648389e-11       1.819360823218e-16       1.327895015616e-16 
 1773       5.252804247904e-11       1.814789675825e-16       1.328306433679e-16 
 1774       5.243785766618e-11       1.810232368218e-16       1.328647481111e-16 
 1775       5.234472633982e-11       1.805688861372e-16       1.328925022285e-16 
 1776       5.224868298099e-11       1.801159115824e-16       1.329145953307e-16 
 1777       5.214976225750e-11       1.796643091678e-16       1.329317202062e-16 
 1778       5.204799902422e-11       1.792140748599e-16       1.329445728258e-16 
 1779       5.194342832336e-11       1.787652045817e-16       1.329538523474e-16 
 1780       5.183608538475e-11       1.783176942123e-16       1.329602611199e-16 
 1781       5.172600562610e-11       1.778715395870e-16       1.329645046882e-16 
 1782       5.161322465330e-11       1.774267364971e-16       1.329672917979e-16 
 1783       5.149777826069e-11       1.769832806901e-16       1.329693343989e-16 
 1784       5.137970243133e-11       1.765411678691e-16       1.329713476510e-16 
 1785       5.125903333726e-11       1.761003936931e-16       1.329740499275e-16 
 1786       5.113580733984e-11       1.756609537772e-16       1.329781628205e-16 
 1787       5.101006098994e-11       1.752228436918e-16       1.329844111445e-16 
 1788       5.088183102829e-11       1.747860589629e-16       1.329935229418e-16 
 1789       5.075115438572e-11       1.743505950724e-16       1.330062294865e-16 
 1790       5.061806818345e-11       1.739164474573e-16       1.330232652890e-16 
 1791       5.048260973333e-11       1.734836115102e-16       1.330453681006e-16 
 1792       5.034481653821e-11       1.730520825788e-16       1.330732789182e-16 
 1793       5.020472629209e-11       1.726218559661e-16       1.331077419884e-16 
 1794       5.006237688051e-11       1.721929269305e-16       1.331495048125e-16 
 1795       4.991780638077e-11       1.717652906850e-16       1.331993181504e-16 
 1796       4.977105306219e-11       1.713389423981e-16       1.332579360256e-16 
 1797       4.962215538644e-11       1.709138771929e-16       1.333261157295e-16 
 1798       4.947115200780e-11       1.704900901474e-16       1.334046178261e-16 
 1799       4.931808177339e-11       1.700675762945e-16       1.334942061560e-16 
 1800       4.916298372351e-11       1.696463306216e-16       1.335956478415e-16 
 1801       4.900589709190e-11       1.692263480709e-16       1.337097132909e-16 
 1802       4.884686130598e-11       1.688076235390e-16       1.338371762026e-16 
 1803       4.868591598718e-11       1.683901518771e-16       1.339788135705e-16 
 1804       4.852310095118e-11       1.679739278908e-16       1.341354056874e-16 
 1805       4.835845620820e-11       1.675589463398e-16       1.343077361504e-16 
 1806       4.819202196328e-11       1.671452019383e-16       1.344965918649e-16 
 1807       4.802383861655e-11       1.667326893544e-16       1.347027630496e-16 
 1808       4.785394676352e-11       1.663214032106e-16       1.349270432402e-16 
 1809       4.768238719531e-11       1.659113380833e-16       1.351702292947e-16 
 1810       4.750920089902e-11       1.655024885025e-16       1.354331213975e-16 
 1811       4.733443066888e-11       1.650948493379e-16       1.357162505816e-16 
 1812       4.715812595372e-11       1.646884169571e-16       1.360190588786e-16 
 1813       4.698033804926e-11       1.642831880762e-16       1.363407125531e-16 
 1814       4.680111849104e-11       1.638791593751e-16       1.366803739780e-16 
 1815       4.662051905473e-11       1.634763274975e-16       1.370372016295e-16 
 1816       4.643859175651e-11       1.630746890509e-16       1.374103500810e-16 
 1817       4.625538885336e-11       1.626742406065e-16       1.377989699985e-16 
 1818       4.607096284342e-11       1.622749786990e-16       1.382022081341e-16 
 1819       4.588536646632e-11       1.618768998268e-16       1.386192073215e-16 
 1820       4.569865270352e-11       1.614800004516e-16       1.390491064699e-16 
 1821       4.551087477865e-11       1.610842769987e-16       1.394910405590e-16 
 1822       4.532208615782e-11       1.606897258566e-16       1.399441406329e-16 
 1823       4.513234055000e-11       1.602963433774e-16       1.404075337955e-16 
 1824       4.494169190731e-11       1.599041258761e-16       1.408803432042e-16 
 1825       4.475019442539e-11       1.595130696310e-16       1.413616880652e-16 
 1826       4.455790254371e-11       1.591231708837e-16       1.418506836273e-16 
 1827       4.436487094592e-11       1.587344258387e-16       1.423464411770e-16 
 1828       4.417115456020e-11       1.583468306634e-16       1.428480680327e-16 
 1829       4.397680855956e-11       1.579603814883e-16       1.433546675397e-16 
 1830       4.378188836221e-11       1.575750744068e-16       1.438653390641e-16 
 1831       4.358644963187e-11       1.571909054748e-16       1.443791779878e-16 
 1832       4.339054827813e-11       1.568078707114e-16       1.448952757028e-16 
 1833       4.319424045676e-11       1.564259660981e-16       1.454127196060e-16 
 1834       4.299758257007e-11       1.560451875790e-16       1.459305930934e-16 
 1835       4.280063126722e-11       1.556655310609e-16       1.464479755550e-16 
 1836       4.260344344460e-11       1.552869924130e-16       1.469639423690e-16 
 1837       4.240607624611e-11       1.549095674671e-16       1.474775648967e-16 
 1838       4.220858706352e-11       1.545332520172e-16       1.479879104765e-16 
 1839       4.201103353683e-11       1.541580418196e-16       1.484940424191e-16 
 1840       4.181347355457e-11       1.537839325930e-16       1.489950200017e-16 
 1841       4.161596525416e-11       1.534109200183e-16       1.494898984623e-16 
 1842       4.141856702222e-11       1.530389997383e-16       1.499777289948e-16 
 1843       4.122133749493e-11       1.526681673581e-16       1.504575587430e-16 
 1844       4.102433555837e-11       1.522984184447e-16       1.509284307956e-16 
 1845       4.082762034882e-11       1.519297485270e-16       1.513893841803e-16 
 1846       4.063125125313e-11       1.515621530960e-16       1.518394538586e-16 
 1847       4.043528790906e-11       1.511956276042e-16       1.522776707204e-16 
 1848       4.023979020557e-11       1.508301674661e-16       1.527030615785e-16 
 1849       4.004481828322e-11       1.504657680578e-16       1.531146491628e-16 
 1850       3.985043253445e-11       1.501024247170e-16       1.535114521153e-16 
 1851       3.965668942698e-11       1.497401330671e-16       1.538927319538e-16 
 1852       3.946362893721e-11       1.493788899914e-16       1.542587361087e-16 
 1853       3.927128701810e-11       1.490186926662e-16       1.546099607500e-16 
 1854       3.907969976737e-11       1.486595382379e-16       1.549469043541e-16 
 1855       3.888890342763e-11       1.483014238226e-16       1.552700677072e-16 
 1856       3.869893438661e-11       1.479443465057e-16       1.555799539085e-16 
 1857       3.850982917732e-11       1.475883033429e-16       1.558770683733e-16 
 1858       3.832162447827e-11       1.472332913589e-16       1.561619188361e-16 
 1859       3.813435711362e-11       1.468793075483e-16       1.564350153541e-16 
 1860       3.794806405342e-11       1.465263488751e-16       1.566968703100e-16 
 1861       3.776278241375e-11       1.461744122728e-16       1.569479984153e-16 
 1862       3.757854945694e-11       1.458234946441e-16       1.571889167139e-16 
 1863       3.739540259175e-11       1.454735928613e-16       1.574201445844e-16 
 1864       3.721337937357e-11       1.451247037660e-16       1.576422037443e-16 
 1865       3.703251750458e-11       1.447768241687e-16       1.578556182524e-16 
 1866       3.685285483399e-11       1.444299508494e-16       1.580609145124e-16 
 1867       3.667442935818e-11       1.440840805573e-16       1.582586212760e-16 
 1868       3.649727922091e-11       1.437392100105e-16       1.584492696461e-16 
 1869       3.632144271351e-11       1.433953358961e-16       1.586333930796e-16 
 1870       3.614695827508e-11       1.430524548704e-16       1.588115273914e-16 
 1871       3.597386449265e-11       1.427105635586e-16       1.589842107569e-16 
 1872       3.580220010141e-11       1.423696585547e-16       1.591519837152e-16 
 1873       3.563200398486e-11       1.420297364215e-16       1.593153891727e-16 
 1874       3.546331517503e-11       1.416907936907e-16       1.594749724062e-16 
 1875       3.529617285264e-11       1.413528268628e-16       1.596312810656e-16 
 1876       3.513061634732e-11       1.410158324067e-16       1.597848651777e-16 
 1877       3.496668513779e-11       1.406798067604e-16       1.599362771489e-16 
 1878       3.480441885204e-11       1.403447463300e-16       1.600860717689e-16 
 1879       3.464385726753e-11       1.400106474904e-16       1.602348062134e-16 
 1880       3.448504031135e-11       1.396775065850e-16       1.603830400473e-16 
 1881       3.432800806048e-11       1.393453199256e-16       1.605313352285e-16 
 1882       3.417280074190e-11       1.390140837923e-16       1.606802561103e-16 
 1883       3.401945873282e-11       1.386837944336e-16       1.608303694450e-16 
 1884       3.386802256087e-11       1.383544480663e-16       1.609822443870e-16 
 1885       3.371853290429e-11       1.380260408755e-16       1.611364524962e-16 
 1886       3.357103059210e-11       1.376985690143e-16       1.612935677406e-16 
 1887       3.342555660430e-11       1.373720286040e-16       1.614541665002e-16 
 1888       3.328215207208e-11       1.370464157341e-16       1.616188275698e-16 
 1889       3.314085827797e-11       1.367217264621e-16       1.617881321622e-16 
 1890       3.300171665608e-11       1.363979568132e-16       1.619626639112e-16 
 1891       3.286476217944e-11       1.360751030539e-16       1.621428802508e-16 
 1892       3.273000346600e-11       1.357531625118e-16       1.623287254562e-16 
 1893       3.259744251905e-11       1.354321327618e-16       1.625200146138e-16 
 1894       3.246708132604e-11       1.351120113535e-16       1.627165619732e-16 
 1895       3.233892185852e-11       1.347927958110e-16       1.629181809457e-16 
 1896       3.221296607214e-11       1.344744836333e-16       1.631246841036e-16 
 1897       3.208921590658e-11       1.341570722938e-16       1.633358831786e-16 
 1898       3.196767328554e-11       1.338405592406e-16       1.635515890609e-16 
 1899       3.184834011672e-11       1.335249418960e-16       1.637716117981e-16 
 1900       3.173121829176e-11       1.332102176572e-16       1.639957605940e-16 
 1901       3.161630968620e-11       1.328963838956e-16       1.642238438075e-16 
 1902       3.150361615950e-11       1.325834379568e-16       1.644556689515e-16 
 1903       3.139313955496e-11       1.322713771612e-16       1.646910426916e-16 
 1904       3.128488169970e-11       1.319601988030e-16       1.649297708452e-16 
 1905       3.117884440465e-11       1.316499001511e-16       1.651716583804e-16 
 1906       3.107502946447e-11       1.313404784484e-16       1.654165094144e-16 
 1907       3.097343865756e-11       1.310319309119e-16       1.656641272130e-16 
 1908       3.087407374603e-11       1.307242547329e-16       1.659143141892e-16 
 1909       3.077693647562e-11       1.304174470768e-16       1.661668719019e-16 
 1910       3.068202857573e-11       1.301115050828e-16       1.664216010550e-16 
 1911       3.058935175935e-11       1.298064258645e-16       1.666783014962e-16 
 1912       3.049890772302e-11       1.295022065092e-16       1.669367722159e-16 
 1913       3.041069814684e-11       1.291988440782e-16       1.671968113459e-16 
 1914       3.032472469438e-11       1.288963356067e-16       1.674582161586e-16 
 1915       3.024098901270e-11       1.285946781037e-16       1.677207830656e-16 
 1916       3.015949273231e-11       1.282938685520e-16       1.679843076167e-16 
 1917       3.008023746709e-11       1.279939039084e-16       1.682485844985e-16 
 1918       3.000322481432e-11       1.276947811030e-16       1.685134075339e-16 
 1919       2.992845635461e-11       1.273964970399e-16       1.687785696801e-16 
 1920       2.985593365188e-11       1.270990485968e-16       1.690438630284e-16 
 1921       2.978565825333e-11       1.268024326249e-16       1.693090788022e-16 
 1922       2.971763168940e-11       1.265066459489e-16       1.695740073565e-16 
 1923       2.965185547374e-11       1.262116853673e-16       1.698384381766e-16 
 1924       2.958833110319e-11       1.259175476518e-16       1.701021598767e-16 
 1925       2.952706005772e-11       1.256242295476e-16       1.703649601991e-16 
 1926       2.946804380043e-11       1.253317277734e-16       1.706266260131e-16 
 1927       2.941128377751e-11       1.250400390210e-16       1.708869433134e-16 
 1928       2.935678141818e-11       1.247491599559e-16       1.711456972198e-16 
 1929       2.930453813468e-11       1.244590872164e-16       1.714026719750e-16 
 1930       2.925455532227e-11       1.241698174144e-16       1.716576509444e-16 
 1931       2.920682961673e-11       1.238813473649e-16       1.719104094305e-16 
 1932       2.916133862796e-11       1.235936747785e-16       1.721606930593e-16 
 1933       2.911805509819e-11       1.233067975743e-16       1.724082392281e-16 
 1934       2.907695163444e-11       1.230207136501e-16       1.726527842730e-16 
 1935       2.903800070830e-11       1.227354208824e-16       1.728940634676e-16 
 1936       2.900117465573e-11       1.224509171265e-16       1.731318110218e-16 
 1937       2.896644567693e-11       1.221672002165e-16       1.733657600803e-16 
 1938       2.893378583610e-11       1.218842679651e-16       1.735956427213e-16 
 1939       2.890316706128e-11       1.216021181634e-16       1.738211899551e-16 
 1940       2.887456114416e-11       1.213207485813e-16       1.740421317228e-16 
 1941       2.884793973991e-11       1.210401569673e-16       1.742581968947e-16 
 1942       2.882327436696e-11       1.207603410482e-16       1.744691132696e-16 
 1943       2.880053640686e-11       1.204812985294e-16       1.746746075724e-16 
