# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:phiphi                 4:TPhi               
  623       2.776584963524e-10       1.678980172812e-14       2.354693756295e-15 
  624       2.765483873750e-10       1.667661202032e-14       2.391400493888e-15 
  625       2.754504949977e-10       1.656436688841e-14       2.427917576251e-15 
  626       2.743652650802e-10       1.645305968879e-14       2.464241050358e-15 
  627       2.732931474000e-10       1.634268354831e-14       2.500366942695e-15 
  628       2.722345956659e-10       1.623323136309e-14       2.536291259222e-15 
  629       2.711900675301e-10       1.612469579738e-14       2.572009985338e-15 
  630       2.701600246015e-10       1.601706928241e-14       2.607519085849e-15 
  631       2.691449324581e-10       1.591034401523e-14       2.642814504934e-15 
  632       2.681452606596e-10       1.580451195756e-14       2.677892166109e-15 
  633       2.671614827605e-10       1.569956483465e-14       2.712747972193e-15 
  634       2.661940763228e-10       1.559549413412e-14       2.747377805276e-15 
  635       2.652435229283e-10       1.549229110481e-14       2.781777526683e-15 
  636       2.643103081918e-10       1.538994675562e-14       2.815942976939e-15 
  637       2.633949217738e-10       1.528845185439e-14       2.849869975737e-15 
  638       2.624978573929e-10       1.518779692670e-14       2.883554321904e-15 
  639       2.616196128387e-10       1.508797225476e-14       2.916991793362e-15 
  640       2.607606899849e-10       1.498896787624e-14       2.950178147102e-15 
  641       2.599215948013e-10       1.489077358312e-14       2.983109119142e-15 
  642       2.591028373673e-10       1.479337892054e-14       3.015780424497e-15 
  643       2.583049318840e-10       1.469677318565e-14       3.048187757144e-15 
  644       2.575283966875e-10       1.460094542648e-14       3.080326789989e-15 
  645       2.567737542610e-10       1.450588444073e-14       3.112193174829e-15 
  646       2.560415312482e-10       1.441157877468e-14       3.143782542322e-15 
  647       2.553322584656e-10       1.431801672201e-14       3.175090501952e-15 
  648       2.546464709153e-10       1.422518632265e-14       3.206112641991e-15 
  649       2.539847077978e-10       1.413307536163e-14       3.236844529472e-15 
  650       2.533475125248e-10       1.404167136794e-14       3.267281710147e-15 
  651       2.527353468493e-10       1.395096334678e-14       3.297420179126e-15 
  652       2.521483311195e-10       1.386094702124e-14       3.327257804404e-15 
  653       2.515864982351e-10       1.377161970573e-14       3.356792935139e-15 
  654       2.510498789914e-10       1.368297858247e-14       3.386023933962e-15 
  655       2.505385020677e-10       1.359502070087e-14       3.414949177077e-15 
  656       2.500523940160e-10       1.350774297687e-14       3.443567054365e-15 
  657       2.495915792496e-10       1.342114219225e-14       3.471875969479e-15 
  658       2.491560800311e-10       1.333521499400e-14       3.499874339940e-15 
  659       2.487459164610e-10       1.324995789363e-14       3.527560597243e-15 
  660       2.483611064664e-10       1.316536726655e-14       3.554933186950e-15 
  661       2.480016657893e-10       1.308143935134e-14       3.581990568792e-15 
  662       2.476676079750e-10       1.299817024918e-14       3.608731216766e-15 
  663       2.473589443606e-10       1.291555592310e-14       3.635153619235e-15 
  664       2.470756840635e-10       1.283359219738e-14       3.661256279028e-15 
  665       2.468178339696e-10       1.275227475686e-14       3.687037713535e-15 
  666       2.465853987222e-10       1.267159914629e-14       3.712496454811e-15 
  667       2.463783807101e-10       1.259156076967e-14       3.737631049670e-15 
  668       2.461967800563e-10       1.251215488957e-14       3.762440059787e-15 
  669       2.460405946061e-10       1.243337662649e-14       3.786922061797e-15 
  670       2.459098199160e-10       1.235522095819e-14       3.811075647393e-15 
  671       2.458044492417e-10       1.227768271904e-14       3.834899423423e-15 
  672       2.457244735271e-10       1.220075659933e-14       3.858392011992e-15 
  673       2.456698813921e-10       1.212443714465e-14       3.881552050559e-15 
  674       2.456406591215e-10       1.204871875518e-14       3.904378192039e-15 
  675       2.456367906536e-10       1.197359568508e-14       3.926869104895e-15 
  676       2.456582575681e-10       1.189906204180e-14       3.949023473245e-15 
  677       2.457050390749e-10       1.182511178541e-14       3.970839996955e-15 
  678       2.457771120026e-10       1.175173872795e-14       3.992317391742e-15 
  679       2.458744507868e-10       1.167893653279e-14       4.013454389268e-15 
  680       2.459970274587e-10       1.160669871394e-14       4.034249737246e-15 
  681       2.461448116334e-10       1.153501863539e-14       4.054702199530e-15 
  682       2.463177704984e-10       1.146388951047e-14       4.074810556223e-15 
  683       2.465158688022e-10       1.139330440117e-14       4.094573603768e-15 
  684       2.467390688424e-10       1.132325621747e-14       4.113990155052e-15 
  685       2.469873304548e-10       1.125373771671e-14       4.133059039503e-15 
  686       2.472606110009e-10       1.118474150292e-14       4.151779103190e-15 
  687       2.475588653574e-10       1.111626002612e-14       4.170149208920e-15 
  688       2.478820459039e-10       1.104828558173e-14       4.188168236338e-15 
  689       2.482301025116e-10       1.098081030983e-14       4.205835082025e-15 
  690       2.486029825317e-10       1.091382619456e-14       4.223148659600e-15 
  691       2.490005866731e-10       1.084732614424e-14       4.240108251163e-15 
  692       2.494226356358e-10       1.078130725812e-14       4.256714569578e-15 
  693       2.498688006404e-10       1.071576762729e-14       4.272968718800e-15 
  694       2.503387472617e-10       1.065070525967e-14       4.288871844748e-15 
  695       2.508321354061e-10       1.058611807963e-14       4.304425135487e-15 
  696       2.513486192891e-10       1.052200392763e-14       4.319629821417e-15 
  697       2.518878474125e-10       1.045836055979e-14       4.334487175461e-15 
  698       2.524494625417e-10       1.039518564754e-14       4.348998513250e-15 
  699       2.530331016836e-10       1.033247677719e-14       4.363165193312e-15 
  700       2.536383960633e-10       1.027023144957e-14       4.376988617260e-15 
  701       2.542649711019e-10       1.020844707962e-14       4.390470229973e-15 
  702       2.549124463939e-10       1.014712099604e-14       4.403611519791e-15 
  703       2.555804356845e-10       1.008625044082e-14       4.416414018699e-15 
  704       2.562685468467e-10       1.002583256894e-14       4.428879302510e-15 
  705       2.569763818592e-10       9.965864447925e-15       4.441008991058e-15 
  706       2.577035367834e-10       9.906343057467e-15       4.452804748384e-15 
  707       2.584496017411e-10       9.847265289043e-15       4.464268282917e-15 
  708       2.592141608914e-10       9.788627945515e-15       4.475401347672e-15 
  709       2.599967924087e-10       9.730427740749e-15       4.486205740425e-15 
  710       2.607970684596e-10       9.672661299218e-15       4.496683303911e-15 
  711       2.616145551804e-10       9.615325155615e-15       4.506835926001e-15 
  712       2.624488126546e-10       9.558415754464e-15       4.516665539898e-15 
  713       2.632993948903e-10       9.501929449728e-15       4.526174124318e-15 
  714       2.641658497975e-10       9.445862504418e-15       4.535363703680e-15 
  715       2.650477191653e-10       9.390211090207e-15       4.544236348291e-15 
  716       2.659445386397e-10       9.334971287036e-15       4.552794174537e-15 
  717       2.668558377005e-10       9.280139082728e-15       4.561039345063e-15 
  718       2.677811396393e-10       9.225710372594e-15       4.568974068969e-15 
  719       2.687199615363e-10       9.171680959045e-15       4.576600601989e-15 
  720       2.696718142378e-10       9.118046551202e-15       4.583921246683e-15 
  721       2.706362023339e-10       9.064802764505e-15       4.590938352622e-15 
  722       2.716126241357e-10       9.011945120325e-15       4.597654316576e-15 
  723       2.726005716525e-10       8.959469045573e-15       4.604071582702e-15 
  724       2.735995305694e-10       8.907369872308e-15       4.610192642726e-15 
  725       2.746089802248e-10       8.855642837352e-15       4.616020036137e-15 
  726       2.756283935872e-10       8.804283081893e-15       4.621556350370e-15 
  727       2.766572372335e-10       8.753285651101e-15       4.626804220994e-15 
  728       2.776949713256e-10       8.702645493737e-15       4.631766331899e-15 
  729       2.787410495880e-10       8.652357461759e-15       4.636445415482e-15 
  730       2.797949192856e-10       8.602416309938e-15       4.640844252837e-15 
  731       2.808560411424e-10       8.552817382924e-15       4.644965392352e-15 
  732       2.819239495829e-10       8.503558692288e-15       4.648810298982e-15 
  733       2.829981936478e-10       8.454638880154e-15       4.652380188374e-15 
  734       2.840783171436e-10       8.406056535249e-15       4.655676307039e-15 
  735       2.851638586235e-10       8.357810192674e-15       4.658699932480e-15 
  736       2.862543513703e-10       8.309898333663e-15       4.661452373311e-15 
  737       2.873493233771e-10       8.262319385351e-15       4.663934969380e-15 
  738       2.884482973301e-10       8.215071720537e-15       4.666149091902e-15 
  739       2.895507905902e-10       8.168153657446e-15       4.668096143570e-15 
  740       2.906563151743e-10       8.121563459497e-15       4.669777558691e-15 
  741       2.917643777382e-10       8.075299335064e-15       4.671194803300e-15 
  742       2.928744795573e-10       8.029359437241e-15       4.672349375291e-15 
  743       2.939861165095e-10       7.983741863607e-15       4.673242804538e-15 
  744       2.950987790563e-10       7.938444655991e-15       4.673876653018e-15 
  745       2.962119522251e-10       7.893465800233e-15       4.674252514937e-15 
  746       2.973251155907e-10       7.848803225951e-15       4.674372016852e-15 
  747       2.984377432577e-10       7.804454806305e-15       4.674236817798e-15 
  748       2.995493038416e-10       7.760418357758e-15       4.673848609407e-15 
  749       3.006592604514e-10       7.716691639847e-15       4.673209116037e-15 
  750       3.017670706709e-10       7.673272354938e-15       4.672320094892e-15 
  751       3.028721865409e-10       7.630158147998e-15       4.671183336149e-15 
  752       3.039740545409e-10       7.587346606356e-15       4.669800663078e-15 
  753       3.050721155710e-10       7.544835259466e-15       4.668173932172e-15 
  754       3.061658049338e-10       7.502621578674e-15       4.666305033263e-15 
  755       3.072545523161e-10       7.460702976980e-15       4.664195889655e-15 
  756       3.083377817710e-10       7.419076808804e-15       4.661848458238e-15 
  757       3.094149116994e-10       7.377740369747e-15       4.659264729622e-15 
  758       3.104853548323e-10       7.336690896359e-15       4.656446728251e-15 
  759       3.115485182124e-10       7.295925565902e-15       4.653396512535e-15 
  760       3.126038031758e-10       7.255441496112e-15       4.650116174971e-15 
  761       3.136506053343e-10       7.215235744967e-15       4.646607842264e-15 
  762       3.146883145568e-10       7.175305310445e-15       4.642873675455e-15 
  763       3.157163149514e-10       7.135647130298e-15       4.638915870045e-15 
  764       3.167339848473e-10       7.096258081806e-15       4.634736656115e-15 
  765       3.177406967766e-10       7.057134981547e-15       4.630338298454e-15 
  766       3.187358174560e-10       7.018274585160e-15       4.625723096679e-15 
  767       3.197187077687e-10       6.979673587109e-15       4.620893385364e-15 
  768       3.206887227467e-10       6.941328620447e-15       4.615851534158e-15 
  769       3.216452115518e-10       6.903236256581e-15       4.610599947914e-15 
  770       3.225875174584e-10       6.865393005033e-15       4.605141066811e-15 
  771       3.235150434257e-10       6.827795758742e-15       4.599476835810e-15 
  772       3.244274502138e-10       6.790443139665e-15       4.593607101766e-15 
  773       3.253244619808e-10       6.753334178166e-15       4.587531186233e-15 
  774       3.262058010262e-10       6.716467869650e-15       4.581248413399e-15 
  775       3.270711877863e-10       6.679843174410e-15       4.574758110103e-15 
  776       3.279203408291e-10       6.643459017486e-15       4.568059605853e-15 
  777       3.287529768494e-10       6.607314288517e-15       4.561152232839e-15 
  778       3.295688106639e-10       6.571407841596e-15       4.554035325955e-15 
  779       3.303675552063e-10       6.535738495123e-15       4.546708222814e-15 
  780       3.311489215224e-10       6.500305031659e-15       4.539170263763e-15 
  781       3.319126187649e-10       6.465106197781e-15       4.531420791903e-15 
  782       3.326583541890e-10       6.430140703936e-15       4.523459153104e-15 
  783       3.333858331471e-10       6.395407224294e-15       4.515284696021e-15 
  784       3.340947590839e-10       6.360904396603e-15       4.506896772115e-15 
  785       3.347848335317e-10       6.326630822040e-15       4.498294735665e-15 
  786       3.354557561053e-10       6.292585065071e-15       4.489477943788e-15 
  787       3.361072244970e-10       6.258765653300e-15       4.480445756455e-15 
  788       3.367389344719e-10       6.225171077324e-15       4.471197536509e-15 
  789       3.373505798628e-10       6.191799790588e-15       4.461732649680e-15 
  790       3.379418525655e-10       6.158650209238e-15       4.452050464601e-15 
  791       3.385124425337e-10       6.125720711977e-15       4.442150352831e-15 
  792       3.390620377740e-10       6.093009639917e-15       4.432031688864e-15 
  793       3.395903243411e-10       6.060515296432e-15       4.421693850152e-15 
  794       3.400969863331e-10       6.028235947015e-15       4.411136217118e-15 
  795       3.405817058862e-10       5.996169819131e-15       4.400358173175e-15 
  796       3.410441631698e-10       5.964315102070e-15       4.389359104742e-15 
  797       3.414840363820e-10       5.932669946800e-15       4.378138401263e-15 
  798       3.419010017443e-10       5.901232465826e-15       4.366695455221e-15 
  799       3.422947334966e-10       5.870000733038e-15       4.355029662155e-15 
  800       3.426649038928e-10       5.838972783567e-15       4.343140420681e-15 
  801       3.430111831952e-10       5.808146613643e-15       4.331027132503e-15 
  802       3.433332396701e-10       5.777520180442e-15       4.318689202436e-15 
  803       3.436307395827e-10       5.747091401945e-15       4.306126038416e-15 
  804       3.439033471922e-10       5.716858156793e-15       4.293337051525e-15 
  805       3.441507247467e-10       5.686818284134e-15       4.280321656000e-15 
  806       3.443725324786e-10       5.656969583485e-15       4.267079269257e-15 
  807       3.445684285995e-10       5.627309814582e-15       4.253609311902e-15 
  808       3.447380692952e-10       5.597836697234e-15       4.239911207751e-15 
  809       3.448811087210e-10       5.568547911178e-15       4.225984383849e-15 
  810       3.449971989967e-10       5.539441095934e-15       4.211828270480e-15 
  811       3.450860581955e-10       5.510514144349e-15       4.197443027247e-15 
  812       3.451476756635e-10       5.481766089337e-15       4.182831735581e-15 
  813       3.451821103847e-10       5.453196232805e-15       4.167998245712e-15 
  814       3.451894233301e-10       5.424803853318e-15       4.152946454339e-15 
  815       3.451696774641e-10       5.396588206002e-15       4.137680304780e-15 
  816       3.451229377527e-10       5.368548522453e-15       4.122203787120e-15 
  817       3.450492711708e-10       5.340684010648e-15       4.106520938361e-15 
  818       3.449487467095e-10       5.312993854846e-15       4.090635842569e-15 
  819       3.448214353838e-10       5.285477215500e-15       4.074552631027e-15 
  820       3.446674102399e-10       5.258133229164e-15       4.058275482379e-15 
  821       3.444867463627e-10       5.230961008399e-15       4.041808622787e-15 
  822       3.442795208835e-10       5.203959641684e-15       4.025156326071e-15 
  823       3.440458129869e-10       5.177128193317e-15       4.008322913867e-15 
  824       3.437857039190e-10       5.150465703330e-15       3.991312755768e-15 
  825       3.434992769944e-10       5.123971187392e-15       3.974130269479e-15 
  826       3.431866176037e-10       5.097643636717e-15       3.956779920967e-15 
  827       3.428478132211e-10       5.071482017972e-15       3.939266224603e-15 
  828       3.424829534120e-10       5.045485273187e-15       3.921593743321e-15 
  829       3.420921298399e-10       5.019652319656e-15       3.903767088757e-15 
  830       3.416754362746e-10       4.993982049853e-15       3.885790921407e-15 
  831       3.412329685992e-10       4.968473331333e-15       3.867669950773e-15 
  832       3.407648248179e-10       4.943125006642e-15       3.849408935509e-15 
  833       3.402711050629e-10       4.917935893224e-15       3.831012683575e-15 
  834       3.397519116025e-10       4.892904783329e-15       3.812486052385e-15 
  835       3.392073488485e-10       4.868030443922e-15       3.793833948953e-15 
  836       3.386375233629e-10       4.843311616587e-15       3.775061330048e-15 
  837       3.380425438666e-10       4.818747017436e-15       3.756173202338e-15 
  838       3.374225212459e-10       4.794335337018e-15       3.737174622542e-15 
  839       3.367775685603e-10       4.770075240226e-15       3.718070697577e-15 
  840       3.361078010499e-10       4.745965366203e-15       3.698866584711e-15 
  841       3.354133361432e-10       4.722004328249e-15       3.679567491708e-15 
  842       3.346942934642e-10       4.698190713734e-15       3.660178676981e-15 
  843       3.339507948397e-10       4.674523083998e-15       3.640705449738e-15 
  844       3.331829643075e-10       4.650999974263e-15       3.621153170133e-15 
  845       3.323909281231e-10       4.627619893540e-15       3.601527249415e-15 
  846       3.315748147677e-10       4.604381324537e-15       3.581833150076e-15 
  847       3.307347549552e-10       4.581282723564e-15       3.562076386004e-15 
  848       3.298708816401e-10       4.558322520443e-15       3.542262522627e-15 
  849       3.289833300248e-10       4.535499118413e-15       3.522397177066e-15 
  850       3.280722375671e-10       4.512810894043e-15       3.502486018281e-15 
  851       3.271377745671e-10       4.490256394084e-15       3.482534167130e-15 
  852       3.261802364879e-10       4.467834929940e-15       3.462544384940e-15 
  853       3.251999532334e-10       4.445545993212e-15       3.442518854162e-15 
  854       3.241972587247e-10       4.423389059613e-15       3.422459775696e-15 
  855       3.231724909124e-10       4.401363588906e-15       3.402369368942e-15 
  856       3.221259917895e-10       4.379469024847e-15       3.382249871853e-15 
  857       3.210581074035e-10       4.357704795122e-15       3.362103540982e-15 
  858       3.199691878694e-10       4.336070311287e-15       3.341932651532e-15 
  859       3.188595873819e-10       4.314564968711e-15       3.321739497405e-15 
  860       3.177296642281e-10       4.293188146516e-15       3.301526391257e-15 
  861       3.165797807999e-10       4.271939207513e-15       3.281295664542e-15 
  862       3.154103036066e-10       4.250817498145e-15       3.261049667563e-15 
  863       3.142216032875e-10       4.229822348430e-15       3.240790769526e-15 
  864       3.130140546243e-10       4.208953071895e-15       3.220521358586e-15 
  865       3.117880365536e-10       4.188208965520e-15       3.200243841895e-15 
  866       3.105439321799e-10       4.167589309679e-15       3.179960645660e-15 
  867       3.092821287872e-10       4.147093368075e-15       3.159674215183e-15 
  868       3.080030178525e-10       4.126720387686e-15       3.139387014919e-15 
  869       3.067069950579e-10       4.106469598704e-15       3.119101528520e-15 
  870       3.053944603029e-10       4.086340214470e-15       3.098820258890e-15 
  871       3.040658177173e-10       4.066331431422e-15       3.078545728230e-15 
  872       3.027214756738e-10       4.046442429027e-15       3.058280478093e-15 
  873       3.013618468000e-10       4.026672369730e-15       3.038027069427e-15 
  874       2.999873479916e-10       4.007020398884e-15       3.017788082634e-15 
  875       2.985984004244e-10       3.987485644700e-15       2.997566117611e-15 
  876       2.971954295672e-10       3.968067218179e-15       2.977363793806e-15 
  877       2.957788651939e-10       3.948764213058e-15       2.957183750266e-15 
  878       2.943491413965e-10       3.929575705748e-15       2.937028645685e-15 
  879       2.929066965975e-10       3.910500755271e-15       2.916901158458e-15 
  880       2.914519735622e-10       3.891538403207e-15       2.896803986726e-15 
  881       2.899854194115e-10       3.872687673627e-15       2.876739848431e-15 
  882       2.885074856342e-10       3.853947573038e-15       2.856711481362e-15 
  883       2.870186280999e-10       3.835317090321e-15       2.836721643205e-15 
  884       2.855193070709e-10       3.816795196671e-15       2.816773111598e-15 
  885       2.840099872156e-10       3.798380845538e-15       2.796868684173e-15 
  886       2.824911376201e-10       3.780072972567e-15       2.777011178612e-15 
  887       2.809632318015e-10       3.761870495538e-15       2.757203432695e-15 
  888       2.794267477199e-10       3.743772314305e-15       2.737448304349e-15 
  889       2.778821677914e-10       3.725777310738e-15       2.717748671700e-15 
  890       2.763299789000e-10       3.707884348663e-15       2.698107433121e-15 
  891       2.747706528105e-10       3.690092408115e-15       2.678526870786e-15 
  892       2.732045870270e-10       3.672400990632e-15       2.659006729811e-15 
  893       2.716321629901e-10       3.654809720485e-15       2.639546107735e-15 
  894       2.700537655985e-10       3.637318210927e-15       2.620144088124e-15 
  895       2.684697832191e-10       3.619926064147e-15       2.600799740520e-15 
  896       2.668806076960e-10       3.602632871240e-15       2.581512120396e-15 
  897       2.652866343604e-10       3.585438212156e-15       2.562280269109e-15 
  898       2.636882620403e-10       3.568341655673e-15       2.543103213856e-15 
  899       2.620858930698e-10       3.551342759345e-15       2.523979967627e-15 
  900       2.604799332988e-10       3.534441069473e-15       2.504909529156e-15 
  901       2.588707921025e-10       3.517636121057e-15       2.485890882879e-15 
  902       2.572588823910e-10       3.500927437764e-15       2.466922998885e-15 
  903       2.556446206190e-10       3.484314531881e-15       2.448004832872e-15 
  904       2.540284267952e-10       3.467796904281e-15       2.429135326098e-15 
  905       2.524107244919e-10       3.451374044381e-15       2.410313405337e-15 
  906       2.507919408547e-10       3.435045430102e-15       2.391537982832e-15 
  907       2.491725066118e-10       3.418810527831e-15       2.372807956249e-15 
  908       2.475528560840e-10       3.402668792380e-15       2.354122208631e-15 
  909       2.459334271938e-10       3.386619666947e-15       2.335479608352e-15 
  910       2.443146614754e-10       3.370662583076e-15       2.316879009069e-15 
  911       2.426970040838e-10       3.354796960620e-15       2.298319249678e-15 
  912       2.410809038048e-10       3.339022207695e-15       2.279799154266e-15 
  913       2.394668130645e-10       3.323337720650e-15       2.261317532069e-15 
  914       2.378551879387e-10       3.307742884016e-15       2.242873177418e-15 
  915       2.362464881624e-10       3.292237070476e-15       2.224464869701e-15 
  916       2.346411771397e-10       3.276819640823e-15       2.206091373312e-15 
  917       2.330397219533e-10       3.261489943915e-15       2.187751437605e-15 
  918       2.314425933736e-10       3.246247316642e-15       2.169443796851e-15 
  919       2.298502658690e-10       3.231091083884e-15       2.151167170187e-15 
  920       2.282632176150e-10       3.216020558472e-15       2.132920261575e-15 
  921       2.266819305038e-10       3.201035041146e-15       2.114701759751e-15 
  922       2.251068901540e-10       3.186133820518e-15       2.096510338183e-15 
  923       2.235385859202e-10       3.171316173032e-15       2.078344655022e-15 
  924       2.219775109025e-10       3.156581362923e-15       2.060203353057e-15 
  925       2.204241619559e-10       3.141928642179e-15       2.042085059667e-15 
  926       2.188790397003e-10       3.127357250502e-15       2.023988386778e-15 
  927       2.173426485296e-10       3.112866415264e-15       2.005911930815e-15 
  928       2.158154966216e-10       3.098455351474e-15       1.987854272654e-15 
  929       2.142980959475e-10       3.084123261732e-15       1.969813977581e-15 
  930       2.127909622812e-10       3.069869336196e-15       1.951789595240e-15 
  931       2.112945631272e-10       3.055692845717e-15       1.933780205282e-15 
  932       2.098091605872e-10       3.041593422955e-15       1.915787063774e-15 
  933       2.083349660481e-10       3.027570785598e-15       1.897811982520e-15 
  934       2.068721920423e-10       3.013624643551e-15       1.879856785743e-15 
  935       2.054210522507e-10       2.999754698910e-15       1.861923310106e-15 
  936       2.039817615046e-10       2.985960645939e-15       1.844013404752e-15 
  937       2.025545357887e-10       2.972242171036e-15       1.826128931324e-15 
  938       2.011395922426e-10       2.958598952714e-15       1.808271763999e-15 
  939       1.997371491640e-10       2.945030661568e-15       1.790443789517e-15 
  940       1.983474260106e-10       2.931536960254e-15       1.772646907209e-15 
  941       1.969706434026e-10       2.918117503455e-15       1.754883029027e-15 
  942       1.956070231250e-10       2.904771937863e-15       1.737154079573e-15 
  943       1.942567881302e-10       2.891499902145e-15       1.719461996128e-15 
  944       1.929201625400e-10       2.878301026921e-15       1.701808728682e-15 
  945       1.915973716483e-10       2.865174934734e-15       1.684196239963e-15 
  946       1.902886419231e-10       2.852121240026e-15       1.666626505467e-15 
  947       1.889942010095e-10       2.839139549108e-15       1.649101513484e-15 
  948       1.877142777312e-10       2.826229460138e-15       1.631623265133e-15 
  949       1.864491020938e-10       2.813390563091e-15       1.614193774386e-15 
  950       1.851989052864e-10       2.800622439730e-15       1.596815068099e-15 
  951       1.839639196844e-10       2.787924663586e-15       1.579489186044e-15 
  952       1.827443788516e-10       2.775296799926e-15       1.562218180932e-15 
  953       1.815405175429e-10       2.762738405726e-15       1.545004118450e-15 
  954       1.803525717065e-10       2.750249029650e-15       1.527849077285e-15 
  955       1.791807784861e-10       2.737828212016e-15       1.510755149153e-15 
  956       1.780253762235e-10       2.725475484773e-15       1.493724438832e-15 
  957       1.768866044608e-10       2.713190371475e-15       1.476759064190e-15 
  958       1.757647039431e-10       2.700972387253e-15       1.459861156210e-15 
  959       1.746599166204e-10       2.688821038789e-15       1.443032859026e-15 
  960       1.735724856502e-10       2.676735824287e-15       1.426276329948e-15 
  961       1.725026554001e-10       2.664716233450e-15       1.409593739493e-15 
  962       1.714506714497e-10       2.652761747449e-15       1.392987271411e-15 
  963       1.704167805932e-10       2.640871838902e-15       1.376459122721e-15 
  964       1.694012308420e-10       2.629045971842e-15       1.360011503733e-15 
  965       1.684042714267e-10       2.617283601691e-15       1.343646638082e-15 
  966       1.674261527995e-10       2.605584175236e-15       1.327366762755e-15 
  967       1.664671266369e-10       2.593947130602e-15       1.311174128120e-15 
  968       1.655274458417e-10       2.582371897222e-15       1.295070997959e-15 
  969       1.646073645457e-10       2.570857895813e-15       1.279059649492e-15 
  970       1.637071381116e-10       2.559404538349e-15       1.263142373411e-15 
  971       1.628269720131e-10       2.548011293824e-15       1.247321419053e-15 
  972       1.619668676258e-10       2.536677886682e-15       1.231598828975e-15 
  973       1.611267741216e-10       2.525404101317e-15       1.215976601954e-15 
  974       1.603066393763e-10       2.514189716539e-15       1.200456747628e-15 
  975       1.595064099664e-10       2.503034505553e-15       1.185041286528e-15 
  976       1.587260311642e-10       2.491938235939e-15       1.169732250090e-15 
  977       1.579654469343e-10       2.480900669638e-15       1.154531680686e-15 
  978       1.572245999287e-10       2.469921562932e-15       1.139441631643e-15 
  979       1.565034314837e-10       2.459000666422e-15       1.124464167263e-15 
  980       1.558018816146e-10       2.448137725016e-15       1.109601362850e-15 
  981       1.551198890127e-10       2.437332477905e-15       1.094855304727e-15 
  982       1.544573910403e-10       2.426584658549e-15       1.080228090263e-15 
  983       1.538143237269e-10       2.415893994654e-15       1.065721827893e-15 
  984       1.531906217654e-10       2.405260208158e-15       1.051338637141e-15 
  985       1.525862185072e-10       2.394683015213e-15       1.037080648641e-15 
  986       1.520010459588e-10       2.384162126161e-15       1.022950004160e-15 
  987       1.514350347773e-10       2.373697245520e-15       1.008948856622e-15 
  988       1.508881142663e-10       2.363288071968e-15       9.950793701282e-16 
  989       1.503602123720e-10       2.352934298317e-15       9.813437199798e-16 
  990       1.498512556786e-10       2.342635611503e-15       9.677440927007e-16 
  991       1.493611694046e-10       2.332391692563e-15       9.542826860594e-16 
  992       1.488898773986e-10       2.322202216616e-15       9.409617090915e-16 
  993       1.484373021351e-10       2.312066852847e-15       9.277833821221e-16 
  994       1.480033647102e-10       2.301985264489e-15       9.147499367878e-16 
  995       1.475879848376e-10       2.291957108802e-15       9.018636160593e-16 
  996       1.471910808448e-10       2.281982037058e-15       8.891266742636e-16 
  997       1.468125696685e-10       2.272059694518e-15       8.765413771061e-16 
  998       1.464523668505e-10       2.262189720419e-15       8.641100016932e-16 
  999       1.461103865338e-10       2.252371747952e-15       8.518348365545e-16 
 1000       1.457865414586e-10       2.242605404246e-15       8.397181816651e-16 
 1001       1.454807429577e-10       2.232890310346e-15       8.277623484679e-16 
 1002       1.451929009526e-10       2.223226081199e-15       8.159696598956e-16 
 1003       1.449229239494e-10       2.213612325633e-15       8.043424503937e-16 
 1004       1.446707190349e-10       2.204048646340e-15       7.928830659421e-16 
 1005       1.444361918720e-10       2.194534639858e-15       7.815938640778e-16 
 1006       1.442192466957e-10       2.185069896548e-15       7.704772139171e-16 
 1007       1.440197863093e-10       2.175654000583e-15       7.595354961777e-16 
 1008       1.438377120798e-10       2.166286529926e-15       7.487711032015e-16 
 1009       1.436729239343e-10       2.156967056308e-15       7.381864389764e-16 
 1010       1.435253203552e-10       2.147695145217e-15       7.277839191589e-16 
 1011       1.433947764470e-10       2.138470403076e-15       7.175650152036e-16 
 1012       1.432810777947e-10       2.129292619573e-15       7.075273715810e-16 
 1013       1.431839856416e-10       2.120161627352e-15       6.976676469523e-16 
 1014       1.431032587251e-10       2.111077254985e-15       6.879824661958e-16 
 1015       1.430386532705e-10       2.102039326963e-15       6.784684203173e-16 
 1016       1.429899229837e-10       2.093047663676e-15       6.691220663598e-16 
 1017       1.429568190453e-10       2.084102081406e-15       6.599399273142e-16 
 1018       1.429390901030e-10       2.075202392313e-15       6.509184920293e-16 
 1019       1.429364822657e-10       2.066348404421e-15       6.420542151217e-16 
 1020       1.429487390963e-10       2.057539921605e-15       6.333435168865e-16 
 1021       1.429756016050e-10       2.048776743581e-15       6.247827832073e-16 
 1022       1.430168082432e-10       2.040058665889e-15       6.163683654659e-16 
 1023       1.430720948957e-10       2.031385479883e-15       6.080965804534e-16 
 1024       1.431411948753e-10       2.022756972719e-15       5.999637102795e-16 
