#scalar perturbations for mode k = 4.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_NEDE            17:theta_NEDE            18:shear_NEDE            19:delta_cdm             20:theta_cdm             21:delta_trigger         22:theta_hat_trigger  
       3.561702345211e+02       1.429758725294e-03      -2.215672981006e-01      -3.514604882765e-02       2.667549469906e-01      -9.962484417744e-03      -1.932252985180e-02      -1.911496534699e-02       6.386733260237e-01      -3.447249169661e-02       1.629901104282e-01       1.641499817006e-01      -4.767063002908e-02      -5.030102332182e-02      -5.344011223999e-02      -2.542051839125e+00      -1.023691321049e-01       0.000000000000e+00      -1.584488119577e+01       0.000000000000e+00      -1.043360357797e+01      -1.094526025113e-02 
       3.582996465091e+02       1.441893672108e-03      -2.682344981476e-01      -3.626606821547e-02       2.685229446592e-01      -8.176546567064e-03      -1.849179407045e-02      -1.875883707094e-02       6.007453550939e-01      -3.418329397268e-02       1.628443111695e-01       1.640041175523e-01      -5.308282210093e-02      -5.016698919631e-02      -5.035227665267e-02      -2.356225303911e+00      -1.065916989538e-01       0.000000000000e+00      -1.595590654573e+01       0.000000000000e+00      -1.051919612270e+01      -1.064949732291e-02 
       3.604290584970e+02       1.454071388443e-03      -3.119939646360e-01      -3.742814047773e-02       2.693316883734e-01      -6.470908682550e-03      -1.763356810831e-02      -1.837826702477e-02       5.619566193315e-01      -3.389878737268e-02       1.626991606322e-01       1.638548981025e-01      -5.918665149955e-02      -5.004884619953e-02      -4.699637885412e-02      -2.156236087521e+00      -1.105814936294e-01       0.000000000000e+00      -1.606718186274e+01       0.000000000000e+00      -1.060509616279e+01      -1.036296851036e-02 
       3.625584704850e+02       1.466291883951e-03      -3.527361104655e-01      -3.862651647851e-02       2.691705981088e-01      -4.847676543451e-03      -1.675145417176e-02      -1.797368879143e-02       5.223156792327e-01      -3.361881689535e-02       1.625547408550e-01       1.637024737240e-01      -6.593660573832e-02      -4.994803785943e-02      -4.339609963936e-02      -1.942950056601e+00      -1.143174698548e-01       0.000000000000e+00      -1.617870840911e+01       0.000000000000e+00      -1.069130484134e+01      -1.008534635667e-02 
       3.646878824729e+02       1.478555168079e-03      -3.903677151596e-01      -3.985533087107e-02       2.680346183591e-01      -3.308639281762e-03      -1.584908817252e-02      -1.754565702596e-02       4.818308761527e-01      -3.334323506364e-02       1.624111305966e-01       1.635470123174e-01      -7.328310986545e-02      -4.986588355472e-02      -3.957677858895e-02      -1.717305699437e+00      -1.177796754927e-01       0.000000000000e+00      -1.629048734408e+01       0.000000000000e+00      -1.077782319491e+01      -9.816316404254e-03 
       3.679069787252e+02       1.497175200061e-03      -4.411856523983e-01      -4.175752029153e-02       2.644691009324e-01      -1.145052950747e-03      -1.445462462847e-02      -1.685558919282e-02       4.190446862182e-01      -3.293465127166e-02       1.621957336000e-01       1.633066440654e-01      -8.540231713314e-02      -4.977970191851e-02      -3.344704543844e-02      -1.354985816263e+00      -1.224525282180e-01       0.000000000000e+00      -1.645994843860e+01       0.000000000000e+00      -1.090920558658e+01      -9.425260471809e-03 
       3.711260749775e+02       1.515893070238e-03      -4.845327328631e-01      -4.369493621829e-02       2.587037022432e-01       8.191522911836e-04      -1.303483427718e-02      -1.611630718104e-02       3.543757161674e-01      -3.253531948452e-02       1.619825997666e-01       1.630604573943e-01      -9.856453244725e-02      -4.974231344066e-02      -2.697602150672e-02      -9.704919145275e-01      -1.263981760673e-01       0.000000000000e+00      -1.662999205173e+01       0.000000000000e+00      -1.104130067768e+01      -9.052160890211e-03 
       3.743451712298e+02       1.534708808714e-03      -5.203062087534e-01      -4.564685285265e-02       2.507924691530e-01       2.581959959796e-03      -1.160220262113e-02      -1.533119878774e-02       2.878501438240e-01      -3.214481221588e-02       1.617719469384e-01       1.628092134283e-01      -1.125581064285e-01      -4.975642115452e-02      -2.026627192773e-02      -5.678721856125e-01      -1.295651705698e-01       0.000000000000e+00      -1.680062109418e+01       0.000000000000e+00      -1.117411091485e+01      -8.696083378739e-03 
       3.775642674820e+02       1.553622444645e-03      -5.484913498942e-01      -4.759280763578e-02       2.408170343176e-01       4.143001062195e-03      -1.016897208511e-02      -1.450418218969e-02       2.194931696886e-01      -3.176272989338e-02       1.615639670337e-01       1.625537244579e-01      -1.271610596269e-01      -4.982391159504e-02      -1.342341174620e-02      -1.514284358085e-01      -1.319103037263e-01       0.000000000000e+00      -1.697183812282e+01       0.000000000000e+00      -1.130763837664e+01      -8.356148007327e-03 
       3.807833637343e+02       1.572634006274e-03      -5.691597969205e-01      -4.951285381635e-02       2.288854031041e-01       5.503514393830e-03      -8.747025849702e-03      -1.363966211214e-02       1.493290517579e-01      -3.138869868740e-02       1.613588240424e-01       1.622948408574e-01      -1.421447184966e-01      -4.994583310164e-02      -6.554326855616e-03       2.743298352237e-01      -1.333991955447e-01       0.000000000000e+00      -1.714364539167e+01       0.000000000000e+00      -1.144188482555e+01      -8.031525671445e-03 
       3.840024599866e+02       1.591743520972e-03      -5.824669046077e-01      -5.138780243660e-02       2.151304047088e-01       6.666291710024e-03      -7.347778209097e-03      -1.274248105622e-02       7.738113503786e-02      -3.102236861749e-02       1.611566536748e-01       1.620334393300e-01      -1.572773973707e-01      -5.012238744528e-02       2.345903512081e-04       7.047340022777e-01      -1.340067885029e-01       0.000000000000e+00      -1.731604490304e+01       0.000000000000e+00      -1.157685176011e+01      -7.721434865807e-03 
       3.872215562389e+02       1.610951015262e-03      -5.886480841793e-01      -5.319945122746e-02       1.997078156366e-01       7.635608444467e-03      -5.982072368051e-03      -1.181786582460e-02       3.671878592885e-03      -3.066341192585e-02       1.609575631064e-01       1.617704110108e-01      -1.723280793142e-01      -5.035293506247e-02       6.839169066539e-03       1.135007218763e+00      -1.337177416894e-01       0.000000000000e+00      -1.748903845516e+01       0.000000000000e+00      -1.171254046350e+01      -7.425138658466e-03 
       3.904406524911e+02       1.630256514860e-03      -5.880141701290e-01      -5.493079781096e-02       1.827941701695e-01       8.417140549144e-03      -4.660086585126e-03      -1.087136972753e-02      -7.177711930270e-02      -3.031152168858e-02       1.607616311265e-01       1.615066498620e-01      -1.870700487707e-01      -5.063601397149e-02       1.315912990304e-02       1.560317269423e+00      -1.325267175696e-01       0.000000000000e+00      -1.766262768616e+01       0.000000000000e+00      -1.184895204836e+01      -7.141941870764e-03 
       3.936597487434e+02       1.649660044700e-03      -5.809458900298e-01      -5.656623438388e-02       1.645842920094e-01       9.017868671588e-03      -3.391249521965e-03      -9.908811212310e-03      -1.489450977336e-01      -2.996641059413e-02       1.605689095213e-01       1.612430423689e-01      -2.012844165760e-01      -5.096937186150e-02       1.909966991455e-02       1.975830746781e+00      -1.304385564919e-01       0.000000000000e+00      -1.783681411526e+01       0.000000000000e+00      -1.198608749879e+01      -6.871188486043e-03 
       3.970612880021e+02       1.670269822246e-03      -5.669780995779e-01      -5.817462390036e-02       1.441670091686e-01       9.465250141547e-03      -2.117766104385e-03      -8.880912447216e-03      -2.323323953253e-01      -2.960880926780e-02       1.603687815722e-01       1.609656225680e-01      -2.155013319620e-01      -5.137292684454e-02       2.486746176185e-02       2.398957992583e+00      -1.272740520796e-01       0.000000000000e+00      -1.802152311923e+01       0.000000000000e+00      -1.213178268841e+01      -6.597926197452e-03 
       4.004628272608e+02       1.690989111335e-03      -5.469151955035e-01      -5.964579059189e-02       1.228010129333e-01       9.730853695031e-03      -9.222964704128e-04      -7.849065261303e-03      -3.175942108538e-01      -2.925818128424e-02       1.601722669786e-01       1.606903343114e-01      -2.286697844213e-01      -5.182489380991e-02       3.002004672234e-02       2.800304815231e+00      -1.231549165631e-01       0.000000000000e+00      -1.820690218709e+01       0.000000000000e+00      -1.227828811506e+01      -6.337177634774e-03 
       4.038643665194e+02       1.711817938755e-03      -5.214102342101e-01      -6.096756627414e-02       1.007616423956e-01       9.826822083986e-03       1.872646989920e-04      -6.820613255916e-03      -4.047089367832e-01      -2.891425105994e-02       1.599793383209e-01       1.604181227870e-01      -2.405837903436e-01      -5.232012692181e-02       3.447576679416e-02       3.174571365573e+00      -1.181237443051e-01       0.000000000000e+00      -1.839295295716e+01       0.000000000000e+00      -1.242560475628e+01      -6.088293975713e-03 
       4.072659057781e+02       1.732756330459e-03      -4.911660097213e-01      -6.213021716429e-02       7.833184234372e-02       9.766310705347e-03       1.204253512912e-03      -5.802890643612e-03      -4.936558984241e-01      -2.857676229109e-02       1.597899431100e-01       1.601498773171e-01      -2.510623064440e-01      -5.285280783263e-02       3.816618188185e-02       3.516733644078e+00      -1.122351891699e-01       0.000000000000e+00      -1.857967709633e+01       0.000000000000e+00      -1.257373360980e+01      -5.850663974902e-03 
       4.106674450368e+02       1.753804311597e-03      -4.569238336255e-01      -6.312653388485e-02       5.579789474190e-02       9.563308681546e-03       2.123274513144e-03      -4.803133821798e-03      -5.844153246225e-01      -2.824547678574e-02       1.596040068290e-01       1.598864223265e-01      -2.599520770287e-01      -5.341655666854e-02       4.103714051659e-02       3.822110324162e+00      -1.055554094563e-01       0.000000000000e+00      -1.876707633421e+01       0.000000000000e+00      -1.272267572855e+01      -5.623711560743e-03 
       4.140689842955e+02       1.774961906548e-03      -4.194520055305e-01      -6.395188304790e-02       3.344513589963e-02       9.232456095753e-03       2.940222271897e-03      -3.828394853494e-03      -6.769683179932e-01      -2.792017332944e-02       1.594214358357e-01       1.596285093354e-01      -2.671299543268e-01      -5.400455138192e-02       4.304958262234e-02       4.086425977041e+00      -9.816136168744e-02       0.000000000000e+00      -1.895515249310e+01       0.000000000000e+00      -1.287243225130e+01      -5.406893590910e-03 
       4.174705235541e+02       1.796229138948e-03      -3.795341285370e-01      -6.460421975117e-02       1.155371914296e-02       8.788859673494e-03       3.652286833312e-03      -2.885457847839e-03      -7.712968237879e-01      -2.760064660408e-02       1.592421211299e-01       1.593768110614e-01      -2.725046545782e-01      -5.460965353662e-02       4.418006194456e-02       4.305869884761e+00      -9.013994828438e-02       0.000000000000e+00      -1.914390751287e+01       0.000000000000e+00      -1.302300442827e+01      -5.199697791512e-03 
       4.209604754073e+02       1.818163120956e-03      -3.368617152164e-01      -6.509425440899e-02      -1.014336415259e-02       8.232690056082e-03       4.272261256016e-03      -1.957809570759e-03      -8.699043736076e-01      -2.727861912651e-02       1.590614022874e-01       1.591256457381e-01      -2.760841184808e-01      -5.524058432477e-02       4.441541847715e-02       4.480933403602e+00      -8.135854998587e-02       0.000000000000e+00      -1.933827637785e+01       0.000000000000e+00      -1.317833944851e+01      -4.996610602602e-03 
       4.244504272605e+02       1.840212561987e-03      -2.932846031385e-01      -6.540601158004e-02      -3.079181411006e-02       7.590770250055e-03       4.779959870294e-03      -1.076900201978e-03      -9.703450092503e-01      -2.696228158856e-02       1.588838415776e-01       1.588821802150e-01      -2.776781256033e-01      -5.587384368697e-02       4.372352034064e-02       4.602362966526e+00      -7.212977975901e-02       0.000000000000e+00      -1.953336445035e+01       0.000000000000e+00      -1.333453618528e+01      -4.802651200875e-03 
       4.272519109009e+02       1.857995831809e-03      -2.582048368247e-01      -6.553121094758e-02      -4.643236116112e-02       7.024695891440e-03       5.106953984537e-03      -4.076240464612e-04      -1.052286409394e+00      -2.671234574581e-02       1.587434934695e-01       1.586926146001e-01      -2.775273804114e-01      -5.637853018688e-02       4.251438095617e-02       4.659478799927e+00      -6.447838803158e-02       0.000000000000e+00      -1.969048932622e+01       0.000000000000e+00      -1.346054447786e+01      -4.653244174384e-03 
       4.300533945413e+02       1.875853527015e-03      -2.234804820868e-01      -6.554956414322e-02      -6.110633381501e-02       6.422582715197e-03       5.363433559240e-03       2.249036513543e-04      -1.135389658586e+00      -2.646587741225e-02       1.586050063411e-01       1.585084746862e-01      -2.761264416285e-01      -5.687566103662e-02       4.074558531387e-02       4.679723372536e+00      -5.668005656633e-02       0.000000000000e+00      -1.984808073644e+01       0.000000000000e+00      -1.358711024812e+01      -4.509191427394e-03 
       4.328548781818e+02       1.893785659022e-03      -1.895032041650e-01      -6.546629259495e-02      -7.470083779031e-02       5.792741209304e-03       5.551068859417e-03       8.181687398208e-04      -1.219646664238e+00      -2.622279661901e-02       1.584683012134e-01       1.583298978287e-01      -2.735127186355e-01      -5.736140622913e-02       3.844488271849e-02       4.662562142668e+00      -4.880116448775e-02       0.000000000000e+00      -2.000614018927e+01       0.000000000000e+00      -1.371423460726e+01      -4.370275584056e-03 
       4.356563618222e+02       1.911792238973e-03      -1.566435518755e-01      -6.528752329918e-02      -8.711467764152e-02       5.143247397262e-03       5.672011347296e-03       1.369951498936e-03      -1.305049630421e+00      -2.598302813353e-02       1.583332995917e-01       1.581569795716e-01      -2.697377155876e-01      -5.783212379793e-02       3.564614188446e-02       4.607773863564e+00      -4.090941134401e-02       0.000000000000e+00      -2.016466927242e+01       0.000000000000e+00      -1.384191874463e+01      -4.236289134601e-03 
       4.384578454626e+02       1.929873277744e-03      -1.252477175227e-01      -6.502020876175e-02      -9.825928100182e-02       4.481888713782e-03       5.728861390723e-03       1.878341975562e-03      -1.391591043890e+00      -2.574650114254e-02       1.581999243311e-01       1.579897743797e-01      -2.648662463987e-01      -5.828440164849e-02       3.238888234480e-02       4.515455415936e+00      -3.307324626861e-02       0.000000000000e+00      -2.032366965191e+01       0.000000000000e+00      -1.397016392669e+01      -4.107033940255e-03 
       4.412593291031e+02       1.948028785949e-03      -9.563461754517e-02      -6.467203858737e-02      -1.080594768262e-01       3.816114068063e-03       5.724632550280e-03       2.341752328190e-03      -1.479263659671e+00      -2.551314893384e-02       1.580681004135e-01       1.578282967070e-01      -2.589754798618e-01      -5.871509617736e-02       2.871773389646e-02       4.386023759581e+00      -2.536128215925e-02       0.000000000000e+00      -2.048314306942e+01       0.000000000000e+00      -1.409897149455e+01      -3.982320765324e-03 
       4.440608127435e+02       1.966258773949e-03      -6.809331184686e-02      -6.425134561067e-02      -1.164541281409e-01       3.152988296433e-03       5.662713582653e-03       2.758926328166e-03      -1.568060486396e+00      -2.528290857347e-02       1.579377556341e-01       1.576725223854e-01      -2.521538575922e-01      -5.912136712937e-02       2.468184536843e-02       4.220215245766e+00      -1.784170614907e-02       0.000000000000e+00      -2.064309133866e+01       0.000000000000e+00      -1.422834286046e+01      -3.861968834834e-03 
       4.470284684108e+02       1.985651335666e-03      -4.146344097448e-02      -6.373647830346e-02      -1.237620256839e-01       2.460795915329e-03       5.538344561156e-03       3.149398250274e-03      -1.663343068165e+00      -2.504233944729e-02       1.578012162782e-01       1.575136605201e-01      -2.440220236626e-01      -5.952231490528e-02       2.006777564596e-02       4.006069926194e+00      -1.016063751765e-02       0.000000000000e+00      -2.081304708536e+01       0.000000000000e+00      -1.436600458199e+01      -3.739043092618e-03 
       4.499961240782e+02       2.005127497955e-03      -1.771030092067e-02      -6.316128828444e-02      -1.294033074873e-01       1.786348586923e-03       5.358205628414e-03       3.486287079187e-03      -1.759871856051e+00      -2.480512878273e-02       1.576661827049e-01       1.573610144094e-01      -2.350840990860e-01      -5.989051062948e-02       1.517091116640e-02       3.753919037904e+00      -2.848690408432e-03       0.000000000000e+00      -2.098354011124e+01       0.000000000000e+00      -1.450430246369e+01      -3.620621594175e-03 
       4.529637797455e+02       2.024687272260e-03       2.946904192036e-03      -6.253728353157e-02      -1.333596528497e-01       1.136350950031e-03       5.127393530601e-03       3.769351323738e-03      -1.857639361117e+00      -2.457121341773e-02       1.575325835035e-01       1.572144275969e-01      -2.254770895539e-01      -6.022390049863e-02       1.006130029022e-02       3.465771411934e+00       4.019044408940e-03       0.000000000000e+00      -2.115457279959e+01       0.000000000000e+00      -1.464323840945e+01      -3.506517488635e-03 
       4.559314354129e+02       2.044330669743e-03       2.033500660215e-02      -6.187624460072e-02      -1.356316447045e-01       5.168510883173e-04       4.851257664092e-03       3.998776962298e-03      -1.956638339513e+00      -2.434053349425e-02       1.574003532069e-01       1.570737057470e-01      -2.153452156957e-01      -6.052093582748e-02       4.811108136910e-03       3.143998719225e+00       1.037100881015e-02       0.000000000000e+00      -2.132614759631e+01       0.000000000000e+00      -1.478281438538e+01      -3.396552586281e-03 
       4.588990910802e+02       2.064057701292e-03       3.432767782939e-02      -6.119008030164e-02      -1.362385391665e-01      -6.678609171329e-05       4.535340113861e-03       4.175169733307e-03      -2.056861773275e+00      -2.411303212005e-02       1.572694325967e-01       1.569386201191e-01      -2.048378667150e-01      -6.078058806476e-02      -5.063813202153e-04       2.791316179716e+00       1.613989980693e-02       0.000000000000e+00      -2.149826699996e+01       0.000000000000e+00      -1.492303241000e+01      -3.290556914795e-03 
       4.618667467476e+02       2.083868377529e-03       4.484567076738e-02      -6.049068467171e-02      -1.352178206535e-01      -6.098981162762e-04       4.185315673946e-03       4.299543502149e-03      -2.158302851434e+00      -2.388865504897e-02       1.571397688905e-01       1.568089112435e-01      -1.941075135402e-01      -6.100235666339e-02      -5.817765517796e-03       2.410759866008e+00       2.126335672063e-02       0.000000000000e+00      -2.167093355131e+01       0.000000000000e+00      -1.506389454392e+01      -3.188368300377e-03 
       4.648344024149e+02       2.103762708821e-03       5.185649993666e-02      -5.978979656774e-02      -1.326245457775e-01      -1.108536924705e-03       3.806932304442e-03       4.373304747577e-03      -2.260954952044e+00      -2.366735038980e-02       1.570113158239e-01       1.566842927660e-01      -1.833076045752e-01      -6.118626972110e-02      -1.105051513092e-02       2.005660699843e+00       2.568460697123e-02       0.000000000000e+00      -2.184414982272e+01       0.000000000000e+00      -1.520540287936e+01      -3.089831972237e-03 
       4.678380204030e+02       2.123983313572e-03       5.539495471013e-02      -5.909059752728e-02      -1.284720112103e-01      -1.564634551438e-03       3.400978486846e-03       4.398244338035e-03      -2.366077530966e+00      -2.344644151158e-02       1.568824982518e-01       1.565630312073e-01      -1.724617249878e-01      -6.133442906415e-02      -1.619434813350e-02       1.574339533728e+00       2.939271458433e-02       0.000000000000e+00      -2.202002754921e+01       0.000000000000e+00      -1.534928618184e+01      -2.993669489946e-03 
       4.708416383910e+02       2.144289633738e-03       5.541484455423e-02      -5.841302302082e-02      -1.228728692841e-01      -1.969268062009e-03       2.977807256308e-03       4.375372389642e-03      -2.472427527819e+00      -2.322857922398e-02       1.567548455392e-01       1.564463269923e-01      -1.618552419033e-01      -6.144547521741e-02      -2.111484754764e-02       1.125534495678e+00       3.228426274229e-02       0.000000000000e+00      -2.219647375539e+01       0.000000000000e+00      -1.549383580895e+01      -2.900950802073e-03 
       4.738452563790e+02       2.164681679307e-03       5.202112623621e-02      -5.776792741106e-02      -1.159329989696e-01      -2.320579001463e-03       2.543245934774e-03       4.307240747743e-03      -2.579998561549e+00      -2.301371548656e-02       1.566283295940e-01       1.563338243043e-01      -1.516373201751e-01      -6.152102096042e-02      -2.574549736828e-02       6.634268252037e-01       3.432140187691e-02       0.000000000000e+00      -2.237349113844e+01       0.000000000000e+00      -1.563905396100e+01      -2.811536344913e-03 
       4.768488743670e+02       2.185159460028e-03       4.536088963033e-02      -5.716547053467e-02      -1.077719453461e-01      -2.617433897281e-03       2.102963825020e-03       4.196711552912e-03      -2.688784380426e+00      -2.280180370586e-02       1.565029285190e-01       1.562251561474e-01      -1.419496696331e-01      -6.156316258616e-02      -3.002452466234e-02       1.923673488435e-01       3.547430010877e-02       0.000000000000e+00      -2.255108238284e+01       0.000000000000e+00      -1.578494282606e+01      -2.725292872262e-03 
       4.798524923551e+02       2.205722985416e-03       3.562036718044e-02      -5.661500726118e-02      -9.852130016471e-02      -2.859400449571e-03       1.662420233429e-03       4.046924195193e-03      -2.798778846224e+00      -2.259279853266e-02       1.563786262465e-01       1.561199485922e-01      -1.329246613121e-01      -6.157444503421e-02      -3.389570543055e-02      -2.831645839052e-01       3.572151048163e-02       0.000000000000e+00      -2.272925014852e+01       0.000000000000e+00      -1.593150456837e+01      -2.642093139282e-03 
       4.828561103431e+02       2.226372264761e-03       2.302152559116e-02      -5.612498893847e-02      -8.832295426848e-02      -3.046717500232e-03       1.226816287752e-03       3.861259983807e-03      -2.909975919196e+00      -2.238665568155e-02       1.562554121214e-01       1.560178249238e-01      -1.246835948979e-01      -6.155782119802e-02      -3.730908579054e-02      -7.586038029430e-01       3.505025881525e-02       0.000000000000e+00      -2.290799705930e+01       0.000000000000e+00      -1.607874131682e+01      -2.561815603811e-03 
       4.858597283311e+02       2.247107307135e-03       7.818286475448e-03      -5.570287779982e-02      -7.732724368851e-02      -3.180259391138e-03       8.010509699544e-04       3.643304891697e-03      -3.022369644387e+00      -2.218333176676e-02       1.561332804637e-01       1.559184096799e-01      -1.173351406796e-01      -6.151660600037e-02      -4.022160901932e-02      -1.229343262100e+00       3.345664845588e-02       0.000000000000e+00      -2.308732569221e+01       0.000000000000e+00      -1.622665515435e+01      -2.484344144302e-03 
       4.889757960462e+02       2.268709278749e-03      -1.040485581594e-02      -5.534357085735e-02      -6.524505270305e-02      -3.263545674695e-03       3.746169217906e-04       3.387079100668e-03      -3.140229573857e+00      -2.197532938445e-02       1.560077191898e-01       1.558177387006e-01      -1.107561026852e-01      -6.145174131559e-02      -4.267578156356e-02      -1.707813067983e+00       3.083411982111e-02       0.000000000000e+00      -2.327398554097e+01       0.000000000000e+00      -1.638082435945e+01      -2.406819233081e-03 
       4.920918637612e+02       2.290403574393e-03      -3.078635773392e-02      -5.507010807114e-02      -5.265373859255e-02      -3.292804055559e-03      -3.166511804434e-05       3.104470142101e-03      -3.259364603420e+00      -2.177026818499e-02       1.558833247499e-01       1.557191805348e-01      -1.053280284312e-01      -6.136865502786e-02      -4.452172659997e-02      -2.171184299184e+00       2.724038712127e-02       0.000000000000e+00      -2.346127693487e+01       0.000000000000e+00      -1.653572667100e+01      -2.332076704141e-03 
       4.952079314763e+02       2.312190203489e-03      -5.296320443663e-02      -5.488701884082e-02      -3.973632550204e-02      -3.270875878813e-03      -4.136056660653e-04       2.799907478776e-03      -3.379768291278e+00      -2.156810187780e-02       1.557601041371e-01       1.556223456804e-01      -1.011207290433e-01      -6.127191713621e-02      -4.573802215142e-02      -2.614481407413e+00       2.270179640495e-02       0.000000000000e+00      -2.364920252479e+01       0.000000000000e+00      -1.669136419185e+01      -2.260003611392e-03 
       4.983239991913e+02       2.334069175233e-03      -7.655628925855e-02      -5.479745605699e-02      -2.667619691428e-02      -3.201116187790e-03      -7.675146318250e-04       2.477869364614e-03      -3.501434242645e+00      -2.136878464291e-02       1.556380676055e-01       1.555268624966e-01      -9.818454819117e-02      -6.116625532906e-02      -4.631290544090e-02      -3.032892114833e+00       1.725489430735e-02       0.000000000000e+00      -2.383776486512e+01       0.000000000000e+00      -1.684773892986e+01      -2.190492126975e-03 
       5.014400669064e+02       2.356040498604e-03      -1.011761537267e-01      -5.480318402879e-02      -1.365468422380e-02      -3.087327121326e-03      -1.090223221470e-03       2.142834482313e-03      -3.624356099891e+00      -2.117227105041e-02       1.555172280252e-01       1.554323805666e-01      -9.654984762482e-02      -6.105648196072e-02      -4.624434450954e-02      -3.421819662069e+00       1.094613483685e-02       0.000000000000e+00      -2.402696640527e+01       0.000000000000e+00      -1.700485278944e+01      -2.123439284970e-03 
       5.045561346214e+02       2.378104182365e-03      -1.264287356297e-01      -5.490458528583e-02      -8.487152111185e-04      -2.933689051708e-03      -1.379099102059e-03       1.799234507215e-03      -3.748527533916e+00      -2.097851600117e-02       1.553976002526e-01       1.553385736675e-01      -9.622679649909e-02      -6.094742063866e-02      -4.553996521639e-02      -3.776933243492e+00       3.831479233921e-03       0.000000000000e+00      -2.421680948212e+01       0.000000000000e+00      -1.716270756413e+01      -2.058746739147e-03 
       5.076722023364e+02       2.400260235074e-03      -1.519210534354e-01      -5.510068605047e-02       1.157144858585e-02      -2.744690309916e-03      -1.632054781076e-03       1.451408079404e-03      -3.873942237193e+00      -2.078747467290e-02       1.552792005296e-01       1.552451423389e-01      -9.720546721196e-02      -6.084383344126e-02      -4.421683467381e-02      -4.094216099865e+00      -4.024108817105e-03       0.000000000000e+00      -2.440729631406e+01       0.000000000000e+00      -1.732130493071e+01      -1.996320533939e-03 
       5.107882700515e+02       2.422508665090e-03      -1.772667518302e-01      -5.538919979183e-02       2.344435624972e-02      -2.525056314307e-03      -1.847549279650e-03       1.103556690005e-03      -4.000593918375e+00      -2.059910247579e-02       1.551620459478e-01       1.551518160634e-01      -9.945623360070e-02      -6.075034983245e-02      -4.230110536910e-02      -4.370010738381e+00      -1.254726860346e-02       0.000000000000e+00      -2.459842899633e+01       0.000000000000e+00      -1.748064644465e+01      -1.936070888197e-03 
       5.144197963948e+02       2.448553994740e-03      -2.061225092274e-01      -5.583727226926e-02       3.639083764616e-02      -2.236953579785e-03      -2.050119988652e-03       7.034767676478e-04      -4.149748740619e+00      -2.038287867437e-02       1.550271060909e-01       1.550428668197e-01      -1.036187427443e-01      -6.066003349920e-02      -3.936742594437e-02      -4.634764794668e+00      -2.321437876117e-02       0.000000000000e+00      -2.482199632237e+01       0.000000000000e+00      -1.766728703677e+01      -1.868487139952e-03 
       5.180513227382e+02       2.474724815181e-03      -2.337084465481e-01      -5.639840497946e-02       4.817335513995e-02      -1.921790211539e-03      -2.199799734298e-03       3.148072082003e-04      -4.300565178049e+00      -2.017014992665e-02       1.548939082855e-01       1.549334110015e-01      -1.093345232476e-01      -6.059599099241e-02      -3.574497881860e-02      -4.834366699185e+00      -3.453779888771e-02       0.000000000000e+00      -2.504644640847e+01       0.000000000000e+00      -1.785494231784e+01      -1.803613819147e-03 
       5.216828490816e+02       2.501021138669e-03      -2.595031013677e-01      -5.706302486463e-02       5.860210088866e-02      -1.587500367712e-03      -2.296855069412e-03      -5.694010705368e-05      -4.453033320129e+00      -1.996084671598e-02       1.547624785855e-01       1.548231845080e-01      -1.164652398980e-01      -6.056415199200e-02      -3.151551727861e-02      -4.965300442466e+00      -4.636663765740e-02       0.000000000000e+00      -2.527178191011e+01       0.000000000000e+00      -1.804361409926e+01      -1.741328113797e-03 
       5.253143754249e+02       2.527442977134e-03      -2.830353498088e-01      -5.781982219164e-02       6.751693529633e-02      -1.241913730296e-03      -2.342441646077e-03      -4.067970911770e-04      -4.607143268498e+00      -1.975489988782e-02       1.546328411259e-01       1.547119846680e-01      -1.248452612165e-01      -6.056971609679e-02      -2.677211655232e-02      -5.024990552676e+00      -5.854120255305e-02       0.000000000000e+00      -2.549800524319e+01       0.000000000000e+00      -1.823330395677e+01      -1.681513416643e-03 
       5.289459017683e+02       2.553990342192e-03      -3.038921967190e-01      -5.865600940130e-02       7.478970928721e-02      -8.926264996101e-04      -2.338540254280e-03      -7.303961483557e-04      -4.762885140633e+00      -1.955224073086e-02       1.545050175033e-01       1.545996699415e-01      -1.342854527378e-01      -6.061705601829e-02      -2.161714085605e-02      -5.011848641866e+00      -7.089520486052e-02       0.000000000000e+00      -2.572511858908e+01       0.000000000000e+00      -1.842401323577e+01      -1.624058979009e-03 
       5.325774281117e+02       2.580663245150e-03      -3.217252754907e-01      -5.955760055511e-02       8.032597137823e-02      -5.468830061211e-04      -2.287882440305e-03      -1.024016401840e-03      -4.920249075456e+00      -1.935280107935e-02       1.543790263136e-01       1.544861586733e-01      -1.445773746413e-01      -6.070963871985e-02      -1.616005780760e-02      -4.925306501924e+00      -8.325807382666e-02       0.000000000000e+00      -2.595312390202e+01       0.000000000000e+00      -1.861574305880e+01      -1.568859586035e-03 
