#scalar perturbations for mode k = 4.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_NEDE            17:theta_NEDE            18:shear_NEDE            19:delta_cdm             20:theta_cdm             21:delta_trigger         22:theta_hat_trigger  
       1.371231332057e+00       2.966198469190e-06      -1.000614427166e-03      -1.826770439635e-07       4.497149248358e-09       1.124287312090e-08       1.727314734137e-15       2.248574624179e-09      -7.504608210756e-04      -1.826752760248e-07       6.010929666462e-01       6.988249722668e-01      -1.000574011008e-03      -2.711599879476e-07       1.204598780096e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.505234898410e-04       0.000000000000e+00      -4.530813561411e-12      -1.779324542380e-11 
       1.428901128947e+00       3.091285336159e-06      -1.086444216850e-03      -2.066761212833e-07       5.089531820007e-09       1.272382955002e-08       2.123194523639e-15       2.544765910003e-09      -8.148331634441e-04      -2.066741934736e-07       6.010893419924e-01       6.987954771023e-01      -1.086396555077e-03      -3.068130202299e-07       1.307989405506e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -8.149070495868e-04       0.000000000000e+00      -5.798481981540e-12      -2.373862768965e-11 
       1.486570925837e+00       3.216399456575e-06      -1.175795898533e-03      -2.326872216693e-07       5.731837571728e-09       1.432959392932e-08       2.588615807590e-15       2.865918785864e-09      -8.818469248227e-04      -2.326851270598e-07       6.010855178032e-01       6.987656904527e-01      -1.175740057541e-03      -3.454600213550e-07       1.415629459427e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -8.819334699838e-04       0.000000000000e+00      -7.348597108791e-12      -3.131121335953e-11 
       1.544240722727e+00       3.341540830501e-06      -1.268668332083e-03      -2.607908744894e-07       6.426095030395e-09       1.606523757599e-08       3.132380068648e-15       3.213047515197e-09      -9.515012501109e-04      -2.607886096779e-07       6.010814946126e-01       6.987356129911e-01      -1.268603301228e-03      -3.872214042288e-07       1.527517973886e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.516020142869e-04       0.000000000000e+00      -9.229322792671e-12      -4.086630918881e-11 
       1.601910519616e+00       3.466709458007e-06      -1.365060369222e-03      -2.910675551175e-07       7.174333622652e-09       1.793583405663e-08       3.764005271576e-15       3.587166811326e-09      -1.023795278101e-03      -2.910651150206e-07       6.010772712683e-01       6.987052434491e-01      -1.364985057756e-03      -4.322175444995e-07       1.643653954653e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.023911944287e-03       0.000000000000e+00      -1.149471505479e-11      -5.281873818353e-11 
       1.659580316506e+00       3.591905339165e-06      -1.464970853543e-03      -3.235976847569e-07       7.978583538706e-09       1.994645884676e-08       4.493754328380e-15       3.989291769353e-09      -1.098728141488e-03      -3.235950614398e-07       6.010728492479e-01       6.986745835980e-01      -1.464884087542e-03      -4.805687800556e-07       1.764036381174e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.098862520314e-03       0.000000000000e+00      -1.420518253348e-11      -6.765001609714e-11 
       1.726950555956e+00       3.738194514069e-06      -1.586141347377e-03      -3.645609784907e-07       8.991766058588e-09       2.247941514647e-08       5.485327406076e-15       4.495883029294e-09      -1.189606012047e-03      -3.645581297720e-07       6.010674309639e-01       6.986383980084e-01      -1.586039597869e-03      -5.414629916092e-07       1.910044468710e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.189763553156e-03       0.000000000000e+00      -1.802555861988e-11      -8.937008543318e-11 
       1.794320795406e+00       3.884520882461e-06      -1.712110029665e-03      -4.088372755554e-07       1.008739880269e-08       2.521849700673e-08       6.644891219524e-15       5.043699401346e-09      -1.284082523963e-03      -4.088341899593e-07       6.010617408333e-01       6.986018155907e-01      -1.711991433960e-03      -6.072918181827e-07       2.061844565128e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.284266097926e-03       0.000000000000e+00      -2.266529550403e-11      -1.168116668526e-10 
       1.861691034856e+00       4.030884444491e-06      -1.842875014663e-03      -4.565545053434e-07       1.126872250447e-08       2.817180626118e-08       7.992987699250e-15       5.634361252236e-09      -1.382156262927e-03      -4.565511726360e-07       6.010557799846e-01       6.985648377409e-01      -1.842737561545e-03      -6.782469082413e-07       2.219434906784e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.382368967823e-03       0.000000000000e+00      -2.825905230867e-11      -1.511789801224e-10 
       1.929061274306e+00       4.177285200317e-06      -1.978434401497e-03      -5.078404949109e-07       1.253897934341e-08       3.134744835853e-08       9.551777677074e-15       6.269489671706e-09      -1.483825803286e-03      -5.078369049334e-07       6.010495476025e-01       6.985274636093e-01      -1.978275925500e-03      -7.545198358755e-07       2.382813681019e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.484070973315e-03       0.000000000000e+00      -3.495737266188e-11      -1.938709409505e-10 
       1.996431513756e+00       4.323723150110e-06      -2.118786274307e-03      -5.628229685926e-07       1.390141278838e-08       3.475353197094e-08       1.134510342894e-14       6.950706394189e-09      -1.589089708145e-03      -5.628191103455e-07       6.010430436970e-01       6.984896933100e-01      -2.118604449985e-03      -8.363020997130e-07       2.551979026482e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.589370922239e-03       0.000000000000e+00      -4.292787286118e-11      -2.465038557770e-10 
       2.063801753205e+00       4.470198294055e-06      -2.263928702283e-03      -6.216295476185e-07       1.535926757661e-08       3.839816894152e-08       1.339855141710e-14       7.679633788303e-09      -1.697946529396e-03      -6.216254092542e-07       6.010362683080e-01       6.984515269986e-01      -2.263721038483e-03      -9.237851218355e-07       2.726929033195e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.698267619819e-03       0.000000000000e+00      -5.235647821629e-11      -3.109358034167e-10 
       2.131171992655e+00       4.616710632347e-06      -2.413859739355e-03      -6.843877497287e-07       1.691578951911e-08       4.228947379778e-08       1.573951499300e-14       8.457894759557e-09      -1.810394807489e-03      -6.843833190060e-07       6.010292236192e-01       6.984129672909e-01      -2.413623573482e-03      -1.017160246692e-06       2.907661741723e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.810759868429e-03       0.000000000000e+00      -6.344869900931e-11      -3.892927719205e-10 
       2.217470288816e+00       4.804440793368e-06      -2.612907316816e-03      -7.707547227284e-07       1.905895656334e-08       4.764739140835e-08       1.920518857044e-14       9.529478281671e-09      -1.959680490983e-03      -7.707498993220e-07       6.010198033455e-01       6.983629960741e-01      -2.612630467540e-03      -1.145683013233e-06       3.147617090110e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.960108290586e-03       0.000000000000e+00      -8.045187388685e-11      -5.139132282604e-10 
       2.303768584976e+00       4.992231985468e-06      -2.819804895076e-03      -8.640823199770e-07       2.137617728166e-08       5.344044320415e-08       2.325698021718e-14       1.068808864083e-08      -2.114853675112e-03      -8.640770829981e-07       6.010099388069e-01       6.983123769543e-01      -2.819482316117e-03      -1.284589474431e-06       3.397053333333e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.115351965088e-03       0.000000000000e+00      -1.010878573435e-10      -6.712667973196e-10 
       2.390066881137e+00       5.180084209162e-06      -3.034548275867e-03      -9.646378146183e-07       2.387428197299e-08       5.968570493246e-08       2.796647453176e-14       1.193714098649e-08      -2.275911211177e-03      -9.646321424375e-07       6.009996319034e-01       6.982611123366e-01      -3.034174519346e-03      -1.434281232442e-06       3.655966001949e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.276488355458e-03       0.000000000000e+00      -1.259511152665e-10      -8.682232062529e-10 
       2.476365177297e+00       5.367997465005e-06      -3.257133220581e-03      -1.072688196446e-06       2.656010388780e-08       6.640025971949e-08       3.341089714448e-14       1.328005194390e-08      -2.442849920221e-03      -1.072682066367e-06       6.009888812352e-01       6.982092008152e-01      -3.256702421553e-03      -1.595159667054e-06       3.924350495205e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.443514918015e-03       0.000000000000e+00      -1.557058506964e-10      -1.112759628314e-09 
       2.562663473458e+00       5.555971753591e-06      -3.487555450118e-03      -1.188500170586e-06       2.944047846875e-08       7.360119617187e-08       3.967333285996e-14       1.472023923437e-08      -2.615666592924e-03      -1.188493558804e-06       6.009776885276e-01       6.981566445882e-01      -3.487061311115e-03      -1.767625931947e-06       4.202202080638e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.616429101744e-03       0.000000000000e+00      -1.910911617398e-10      -1.414089382333e-09 
       2.648961769619e+00       5.744007075561e-06      -3.725810645037e-03      -1.312340156181e-06       3.252224370683e-08       8.130560926706e-08       4.684294553510e-14       1.626112185341e-08      -2.794357989705e-03      -1.312333037791e-06       6.009660532536e-01       6.981034432500e-01      -3.725246420586e-03      -1.952080950946e-06       4.489515894373e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.795228348372e-03       0.000000000000e+00      -2.329264180108e-10      -1.782800143529e-09 
       2.735260065779e+00       5.932103431598e-06      -3.971894445827e-03      -1.444474285073e-06       3.581223966230e-08       8.953059915576e-08       5.501519739517e-14       1.790611983115e-08      -2.978920840934e-03      -1.444466634088e-06       6.009539756908e-01       6.980495973327e-01      -3.971252926975e-03      -2.148925414282e-06       4.786286941741e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.979910092555e-03       0.000000000000e+00      -2.821168101497e-10      -2.231002056712e-09 
       2.829812393999e+00       6.138260402863e-06      -4.250497377191e-03      -1.599083377707e-06       3.966407134094e-08       9.916017835235e-08       6.524115957770e-14       1.983203567047e-08      -3.187873040209e-03      -1.599075111967e-06       6.009402367191e-01       6.979898633014e-01      -4.249762327060e-03      -2.379295128697e-06       5.122293990214e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.189006096466e-03       0.000000000000e+00      -3.456394508104e-10      -2.829720614701e-09 
       2.924364722220e+00       6.344490643694e-06      -4.538486945921e-03      -1.764317456277e-06       4.378308618951e-08       1.094577154738e-07       7.693671822475e-14       2.189154309476e-08      -3.403865217569e-03      -1.764308541476e-06       6.009259674818e-01       6.979293567966e-01      -4.537648484009e-03      -2.625544692060e-06       5.469640790033e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.405157196611e-03       0.000000000000e+00      -4.206353958429e-10      -3.561155680469e-09 
       3.018917050440e+00       6.550794155193e-06      -4.835857252060e-03      -1.940525353021e-06       4.817828783890e-08       1.204457195972e-07       9.025536597336e-14       2.408914391945e-08      -3.626892948049e-03      -1.940515752996e-06       6.009111693299e-01       6.978680796541e-01      -4.834904824217e-03      -2.888200116421e-06       5.828320229953e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.628359989132e-03       0.000000000000e+00      -5.087000953042e-10      -4.448958175921e-09 
       3.113469378660e+00       6.757170938533e-06      -5.142602338037e-03      -2.128055478291e-06       5.285868228554e-08       1.321467057139e-07       1.053610056889e-13       2.642934114277e-08      -3.856951763473e-03      -2.128045154906e-06       6.008958418222e-01       6.978060316431e-01      -5.141524694124e-03      -3.167787054691e-06       6.198325010438e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.858611059926e-03       0.000000000000e+00      -6.115887013086e-10      -5.520034630429e-09 
       3.208021706880e+00       6.963620994964e-06      -5.458716188613e-03      -2.327255818511e-06       5.783327692247e-08       1.445831923062e-07       1.224282993158e-13       2.891663846124e-08      -4.094037152417e-03      -2.327244731551e-06       6.008799864202e-01       6.977432147294e-01      -5.457501360156e-03      -3.464830794767e-06       6.579647643414e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.095906984563e-03       0.000000000000e+00      -7.312261879376e-10      -6.804871789971e-09 
       3.302574035101e+00       7.170144325818e-06      -5.784192730780e-03      -2.538473934127e-06       6.311108086929e-08       1.577777021732e-07       1.416430197561e-13       3.155554043464e-08      -4.338144560128e-03      -2.538462041179e-06       6.008636033861e-01       6.976796294881e-01      -5.782828008609e-03      -3.779856253652e-06       6.972280451990e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.340244328165e-03       0.000000000000e+00      -8.697177912088e-10      -8.337881967029e-09 
       3.397126363321e+00       7.376740932504e-06      -6.119025833889e-03      -2.762056957563e-06       6.870110441150e-08       1.717527610287e-07       1.632024016921e-13       3.435055220575e-08      -4.589269388624e-03      -2.762044213879e-06       6.008466932562e-01       6.976152768086e-01      -6.117497745783e-03      -4.113387971569e-06       7.376215570753e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.591619645472e-03       0.000000000000e+00      -1.029359722626e-09      -1.015776983436e-08 
       3.507685303554e+00       7.618404882375e-06      -6.522400572079e-03      -3.039636431144e-06       7.564550446775e-08       1.891137611694e-07       1.916659590625e-13       3.782275223387e-08      -4.891800443733e-03      -3.039622632618e-06       6.008262505878e-01       6.975390554726e-01      -6.520663322169e-03      -4.527555781601e-06       7.862855708051e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.894471250975e-03       0.000000000000e+00      -1.246210206509e-09      -1.270799456162e-08 
       3.618244243786e+00       7.860169022147e-06      -6.938549477537e-03      -3.335149170455e-06       8.304350999553e-08       2.076087749888e-07       2.239769008976e-13       4.152175499777e-08      -5.203912124414e-03      -3.335134248281e-06       6.008050892134e-01       6.974617879730e-01      -6.936582276878e-03      -4.968579926090e-06       8.364924547815e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.206935157068e-03       0.000000000000e+00      -1.499767621409e-09      -1.578823611570e-08 
       3.728803184019e+00       8.102033354530e-06      -7.367462451239e-03      -3.649147884336e-06       9.090952943291e-08       2.272738235823e-07       2.605140959392e-13       4.545476471646e-08      -5.525596856406e-03      -3.649131765209e-06       6.007832086376e-01       6.973834741793e-01      -7.365243174598e-03      -5.437296958350e-06       8.882408539210e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.529005802725e-03       0.000000000000e+00      -1.794821111649e-09      -1.948722751591e-08 
       3.839362124251e+00       8.343997882407e-06      -7.809129287138e-03      -3.982184465090e-06       9.925797111560e-08       2.481449277890e-07       3.016807006262e-13       4.962898555780e-08      -5.856846985181e-03      -3.982167070925e-06       6.007606092012e-01       6.973041149280e-01      -7.806634431148e-03      -5.934542679894e-06       9.415293780612e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.860677607717e-03       0.000000000000e+00      -2.136609549251e-09      -2.390519648003e-08 
       3.949921064484e+00       8.586062608840e-06      -8.263539673010e-03      -4.334809984085e-06       1.081032425466e-07       2.702581063666e-07       3.479049329161e-13       5.405162127332e-08      -6.197654776583e-03      -4.334791231723e-06       6.007372920940e-01       6.972237120454e-01      -8.260744314315e-03      -6.461152127652e-06       9.963566021305e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.201944973153e-03       0.000000000000e+00      -2.530848131834e-09      -2.915494552628e-08 
       4.060480004717e+00       8.828227537074e-06      -8.730683190033e-03      -4.707574687375e-06       1.174597498233e-07       2.936493745583e-07       3.996408476789e-13       5.872987491166e-08      -6.548012416502e-03      -4.707554488286e-06       6.007132589893e-01       6.971422679140e-01      -8.727560943424e-03      -7.017959561239e-06       1.052721066036e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.552802281074e-03       0.000000000000e+00      -2.983755804683e-09      -3.536299700238e-08 
       4.171038944949e+00       9.070492670545e-06      -9.210549312938e-03      -5.101027991336e-06       1.273418990320e-07       3.183547475801e-07       4.573691202991e-13       6.367094951602e-08      -6.907912010999e-03      -5.101006251300e-06       6.006885079835e-01       6.970597807885e-01      -9.207072289482e-03      -7.605798450220e-06       1.110621274756e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.913243894474e-03       0.000000000000e+00      -3.502083346221e-09      -4.267080521312e-08 
       4.306657999973e+00       9.367808282510e-06      -9.816544987239e-03      -5.612724308923e-06       1.402030274741e-07       3.505075686851e-07       5.371148300675e-13       7.010151373703e-08      -7.362408769808e-03      -5.612700541129e-06       6.006571711786e-01       6.969571784035e-01      -9.812592409145e-03      -8.370483663656e-06       1.183740678485e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.368466777813e-03       0.000000000000e+00      -4.238029385851e-09      -5.337002290956e-08 
       4.442277054997e+00       9.665274687197e-06      -1.044164868677e-02      -6.157387280083e-06       1.539033449782e-07       3.847583624455e-07       6.276394385790e-13       7.695167248910e-08      -7.831236547825e-03      -6.157361321923e-06       6.006247580046e-01       6.968530125882e-01      -1.043717332196e-02      -9.184650429556e-06       1.259165737368e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.838092299884e-03       0.000000000000e+00      -5.098165456087e-09      -6.628986312304e-08 
       4.577896110021e+00       9.962891892191e-06      -1.108584033076e-02      -6.736025834273e-06       1.684694208306e-07       4.211735520765e-07       7.300047437511e-13       8.423471041531e-08      -8.314380284496e-03      -6.735997510596e-06       6.005912705662e-01       6.967472866174e-01      -1.108079191344e-02      -1.004983210912e-05       1.336893476945e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -8.322109939455e-03       0.000000000000e+00      -6.098625226428e-09      -8.180153604781e-08 
       4.713515165044e+00       1.026065990556e-05      -1.174909959911e-02      -7.349646978649e-06       1.839278145166e-07       4.598195362915e-07       8.453406631953e-13       9.196390725830e-08      -8.811824739776e-03      -7.349616100967e-06       6.005567106321e-01       6.966400033770e-01      -1.174342473492e-02      -1.096756014659e-05       1.416920843943e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -8.820509132498e-03       0.000000000000e+00      -7.257046903786e-09      -1.003242530877e-07 
       4.849134220068e+00       1.055857873589e-05      -1.243140593232e-02      -7.999255786094e-06       2.003050747597e-07       5.007626868993e-07       9.748474092978e-13       1.001525373799e-07      -9.323554494052e-03      -7.999222151764e-06       6.005210788839e-01       6.965311644940e-01      -1.242504800349e-02      -1.193936403404e-05       1.499244706293e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.333279271856e-03       0.000000000000e+00      -8.592660849195e-09      -1.223297262275e-07 
       4.984753275092e+00       1.085664839226e-05      -1.313273853282e-02      -8.685855383284e-06       2.176277373418e-07       5.440693433544e-07       1.119797661618e-12       1.088138686709e-07      -9.849553949189e-03      -8.685818774657e-06       6.004843759164e-01       6.964207715030e-01      -1.312563760340e-02      -1.296677127621e-05       1.583861853443e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.860409708021e-03       0.000000000000e+00      -1.012637994936e-08      -1.483469363899e-07 
       5.120372330116e+00       1.115486888429e-05      -1.385307636538e-02      -9.410446938808e-06       2.359223206447e-07       5.898058016117e-07       1.281538728254e-12       1.179611603223e-07      -1.038980732879e-02      -9.410407122361e-06       6.004466052246e-01       6.963088292871e-01      -1.384516908636e-02      -1.405130735540e-05       1.670768996358e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.040188974913e-02       0.000000000000e+00      -1.188089199673e-08      -1.789671798367e-07 
       5.260938062266e+00       1.146412610682e-05      -1.461972333878e-02      -1.020263101000e-05       2.559382524357e-07       6.398456310892e-07       1.468421969559e-12       1.279691262178e-07      -1.096479256468e-02      -1.020258760436e-05       6.004063284408e-01       6.961911680937e-01      -1.461090969361e-02      -1.523732146396e-05       1.763259271447e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.097825294534e-02       0.000000000000e+00      -1.395866979210e-08      -2.162668217387e-07 
       5.401503794417e+00       1.177354539199e-05      -1.540674044365e-02      -1.103781281301e-05       2.770562626701e-07       6.926406566753e-07       1.676549036736e-12       1.385281313351e-07      -1.155505539971e-02      -1.103776552956e-05       6.003649067204e-01       6.960718468879e-01      -1.539694459544e-02      -1.648803841630e-05       1.858202187066e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.157000810310e-02       0.000000000000e+00      -1.632960772123e-08      -2.600366981015e-07 
       5.542069526568e+00       1.208312675242e-05      -1.621410345139e-02      -1.191710037159e-05       2.993058195623e-07       7.482645489058e-07       1.907689052879e-12       1.496529097812e-07      -1.216057766245e-02      -1.191704890091e-05       6.003223407904e-01       6.959508674561e-01      -1.620324544057e-02      -1.780514966158e-05       1.955593814736e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.217714317287e-02       0.000000000000e+00      -1.902566434634e-08      -3.111853826504e-07 
       5.682635258718e+00       1.239287020144e-05      -1.704178786139e-02      -1.284159939433e-05       3.227163666734e-07       8.067909166834e-07       2.163707534379e-12       1.613581833367e-07      -1.278134097749e-02      -1.284154340509e-05       6.002786313821e-01       6.958282315959e-01      -1.702978349640e-02      -1.919034415051e-05       2.055430136033e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.279964605668e-02       0.000000000000e+00      -2.208130337636e-08      -3.707205929650e-07 
       5.823200990869e+00       1.270277575308e-05      -1.788976890218e-02      -1.381241326078e-05       3.473173195504e-07       8.682932988760e-07       2.446568992848e-12       1.736586597752e-07      -1.341732676630e-02      -1.381235239855e-05       6.002337802308e-01       6.957039422740e-01      -1.787652965017e-02      -2.064530829369e-05       2.157707042869e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.343750460869e-02       0.000000000000e+00      -2.553361596133e-08      -4.397570610246e-07 
       5.963766723019e+00       1.301284342209e-05      -1.875802153139e-02      -1.483064300753e-05       3.731380656771e-07       9.328451641928e-07       2.758339559272e-12       1.865690328386e-07      -1.406851624713e-02      -1.483057689362e-05       6.001877884814e-01       6.955780017805e-01      -1.874345440897e-02      -2.217172592012e-05       2.262420337505e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.409070663483e-02       0.000000000000e+00      -2.942244552165e-08      -5.195248048623e-07 
       6.104332455170e+00       1.332307322399e-05      -1.964652043524e-02      -1.589738731440e-05       4.002079612049e-07       1.000519903012e-06       3.101189587441e-12       2.001039806025e-07      -1.473489043470e-02      -1.589731554467e-05       6.001406576779e-01       6.954504128639e-01      -1.963052789928e-02      -2.377127823567e-05       2.369565732467e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.475923989204e-02       0.000000000000e+00      -3.379051480828e-08      -6.113778113813e-07 
       6.270969713175e+00       1.369105316343e-05      -2.072600638539e-02      -1.722634102796e-05       4.339571599354e-07       1.084892899838e-06       3.551029955020e-12       2.169785799677e-07      -1.554450490987e-02      -1.722626199298e-05       6.000833131033e-01       6.952970291500e-01      -2.070819126852e-02      -2.576455699497e-05       2.499728543791e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.557161319745e-02       0.000000000000e+00      -3.965266828598e-08      -7.379771950371e-07 
       6.437606971181e+00       1.405926100818e-05      -2.183386640634e-02      -1.862683751316e-05       4.695518543634e-07       1.173879635908e-06       4.051746924251e-12       2.347759271817e-07      -1.637539993940e-02      -1.862675056053e-05       6.000243706960e-01       6.951413351680e-01      -2.181407708241e-02      -2.786576612879e-05       2.633295702862e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.640549444474e-02       0.000000000000e+00      -4.633466489349e-08      -8.863960026284e-07 
       6.604244229186e+00       1.442769678836e-05      -2.297005685448e-02      -2.010069414908e-05       5.070407582296e-07       1.267601895574e-06       4.607556276946e-12       2.535203791148e-07      -1.722754279070e-02      -2.010059857697e-05       5.999638344532e-01       6.949833371598e-01      -2.294813350501e-02      -3.007769173056e-05       2.770259579274e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.726086297438e-02       0.000000000000e+00      -5.392494873335e-08      -1.059678130363e-06 
       6.770881487192e+00       1.479636053574e-05      -2.413453355686e-02      -2.164972354172e-05       5.464725104566e-07       1.366181276142e-06       5.222902205891e-12       2.732362552283e-07      -1.810090033418e-02      -2.164961859626e-05       5.999017065527e-01       6.948230392742e-01      -2.411030795588e-02      -3.240311435592e-05       2.910612367100e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.813769803227e-02       0.000000000000e+00      -6.251879688440e-08      -1.261197325534e-06 
       6.937518745197e+00       1.516525228378e-05      -2.532725180925e-02      -2.327573349227e-05       5.878956681841e-07       1.469739170460e-06       5.902463402692e-12       2.939478340920e-07      -1.899543904180e-02      -2.327561836479e-05       5.998379889311e-01       6.946604453741e-01      -2.530054710834e-02      -3.484480892633e-05       3.054346084593e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.903597876754e-02       0.000000000000e+00      -7.221864342302e-08      -1.494683164879e-06 
       7.104156003203e+00       1.553437206767e-05      -2.654816637854e-02      -2.498052696523e-05       6.313587004623e-07       1.578396751156e-06       6.651159140347e-12       3.156793502312e-07      -1.991112498886e-02      -2.498040078952e-05       5.997726840338e-01       6.944955599054e-01      -2.651879689202e-02      -3.740554463256e-05       3.201452574660e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.995568423345e-02       0.000000000000e+00      -8.313441125740e-08      -1.764248335985e-06 
       7.270793261209e+00       1.590371992436e-05      -2.779723150782e-02      -2.676590205692e-05       6.769099849459e-07       1.692274962365e-06       7.474155376947e-12       3.384549924730e-07      -2.084792385783e-02      -2.676576390631e-05       5.997057941749e-01       6.943283871740e-01      -2.776500249824e-02      -4.008808483856e-05       3.351923505967e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.089679339048e-02       0.000000000000e+00      -9.538384900210e-08      -2.074417258299e-06 
       7.469378785724e+00       1.634417832755e-05      -2.932247097210e-02      -2.900130326815e-05       7.339887831388e-07       1.834971957847e-06       8.559519214656e-12       3.669943915694e-07      -2.199185348500e-02      -2.900114954837e-05       5.996240111965e-01       6.941261800481e-01      -2.928656699283e-02      -4.344783401262e-05       3.535625251492e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.204625830745e-02       0.000000000000e+00      -1.118990205113e-07      -2.504011148520e-06 
       7.667964310240e+00       1.678496076511e-05      -3.088754494899e-02      -3.135671915688e-05       7.941834184740e-07       1.985458546185e-06       9.767765843985e-12       3.970917092370e-07      -2.316565899986e-02      -3.135654834895e-05       5.995399850149e-01       6.939207386692e-01      -3.084766018247e-02      -4.698914211391e-05       3.724078389082e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.322605489381e-02       0.000000000000e+00      -1.307164765344e-07      -3.007635651914e-06 
       7.866549834755e+00       1.722606731004e-05      -3.249237308418e-02      -3.383516552355e-05       8.575752107574e-07       2.143938026894e-06       1.110908429867e-11       4.287876053787e-07      -2.436928013700e-02      -3.383497598944e-05       5.994537176197e-01       6.937120681317e-01      -3.244818520158e-02      -5.071665254358e-05       3.917267851647e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.443614701659e-02       0.000000000000e+00      -1.520831958823e-07      -3.595612925737e-06 
       8.065135359270e+00       1.766749803933e-05      -3.413687397116e-02      -3.643964807450e-05       9.242452505454e-07       2.310613126364e-06       1.259421476662e-11       4.621226252727e-07      -2.560265584188e-02      -3.643943805076e-05       5.993652125421e-01       6.935001753103e-01      -3.408804370177e-02      -5.463499610672e-05       4.115178222901e-03       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.567649835162e-02       0.000000000000e+00      -1.762650273082e-07      -4.279382248530e-06 
